"datetime","game_id","team","score_sit","sf","sa","bsf","bsa","msf","msa"
"2016-12-21 01:30:00+00",20489,"ott",1,9,6,5,4,2,3
"2016-12-21 01:30:00+00",20489,"ott",2,1,3,2,3,1,5
"2016-12-21 01:30:00+00",20489,"chi",-2,3,1,3,2,5,1
"2016-12-21 01:30:00+00",20489,"chi",-1,6,9,4,5,3,2
"2016-12-21 01:30:00+00",20489,"chi",0,4,11,4,4,4,0
"2016-12-21 01:30:00+00",20490,"stl",-1,4,5,1,3,0,2
"2016-12-21 01:30:00+00",20490,"stl",0,16,27,17,14,6,12
"2016-12-21 01:30:00+00",20490,"dal",0,27,16,14,17,12,6
"2016-12-21 01:30:00+00",20490,"dal",1,5,4,3,1,2,0
"2016-12-21 03:00:00+00",20491,"wpg",-3,0,0,0,0,0,0
"2016-12-21 03:00:00+00",20491,"wpg",-2,4,1,3,0,2,3
"2016-12-21 03:00:00+00",20491,"wpg",-1,2,1,2,0,2,1
"2016-12-21 03:00:00+00",20491,"wpg",0,12,12,2,1,0,1
"2016-12-21 03:00:00+00",20491,"wpg",1,5,8,1,3,1,1
"2016-12-21 03:00:00+00",20491,"van",-1,8,5,3,1,1,1
"2016-12-21 03:00:00+00",20491,"van",0,12,12,1,2,1,0
"2016-12-21 03:00:00+00",20491,"van",1,1,2,0,2,1,2
"2016-12-21 03:00:00+00",20491,"van",2,1,4,0,3,3,2
"2016-12-21 03:00:00+00",20491,"van",3,0,0,0,0,0,0
"2016-12-21 03:30:00+00",20492,"cgy",-3,6,9,6,1,7,5
"2016-12-21 03:30:00+00",20492,"cgy",-2,2,3,2,0,0,4
"2016-12-21 03:30:00+00",20492,"cgy",-1,1,3,0,1,2,3
"2016-12-21 03:30:00+00",20492,"cgy",0,9,10,5,9,5,3
"2016-12-21 03:30:00+00",20492,"sjs",0,10,9,9,5,3,5
"2016-12-21 03:30:00+00",20492,"sjs",1,3,1,1,0,3,2
"2016-12-21 03:30:00+00",20492,"sjs",2,3,2,0,2,4,0
"2016-12-21 03:30:00+00",20492,"sjs",3,9,6,1,6,5,7
"2016-12-22 01:00:00+00",20493,"wsh",0,25,21,16,7,8,4
"2016-12-22 01:00:00+00",20493,"wsh",1,6,8,1,5,1,6
"2016-12-22 01:00:00+00",20493,"phi",-1,8,6,5,1,6,1
"2016-12-22 01:00:00+00",20493,"phi",0,21,25,7,16,4,8
"2016-12-22 02:30:00+00",20494,"edm",0,2,2,2,1,2,1
"2016-12-22 02:30:00+00",20494,"edm",1,8,3,0,0,0,0
"2016-12-22 02:30:00+00",20494,"edm",2,5,12,5,7,3,8
"2016-12-22 02:30:00+00",20494,"edm",3,3,3,3,4,3,5
"2016-12-22 02:30:00+00",20494,"ari",-3,3,3,4,3,5,3
"2016-12-22 02:30:00+00",20494,"ari",-2,12,5,7,5,8,3
"2016-12-22 02:30:00+00",20494,"ari",-1,3,8,0,0,0,0
"2016-12-22 02:30:00+00",20494,"ari",0,2,2,1,2,1,2
"2016-12-23 00:00:00+00",20495,"car",0,2,1,1,0,0,1
"2016-12-23 00:00:00+00",20495,"car",1,9,11,3,2,1,2
"2016-12-23 00:00:00+00",20495,"car",2,14,9,2,4,5,4
"2016-12-23 00:00:00+00",20495,"buf",-2,9,14,4,2,4,5
"2016-12-23 00:00:00+00",20495,"buf",-1,11,9,2,3,2,1
"2016-12-23 00:00:00+00",20495,"buf",0,1,2,0,1,1,0
"2016-12-23 00:00:00+00",20496,"phi",-3,5,7,5,1,4,2
"2016-12-23 00:00:00+00",20496,"phi",-2,7,6,2,0,0,3
"2016-12-23 00:00:00+00",20496,"phi",-1,0,2,0,1,1,0
"2016-12-23 00:00:00+00",20496,"phi",0,3,2,1,1,0,0
"2016-12-23 00:00:00+00",20496,"njd",0,2,3,1,1,0,0
"2016-12-23 00:00:00+00",20496,"njd",1,2,0,1,0,0,1
"2016-12-23 00:00:00+00",20496,"njd",2,6,7,0,2,3,0
"2016-12-23 00:00:00+00",20496,"njd",3,7,5,1,5,2,4
"2016-12-23 00:00:00+00",20497,"pit",-3,3,5,1,1,0,0
"2016-12-23 00:00:00+00",20497,"pit",-2,4,4,5,0,2,1
"2016-12-23 00:00:00+00",20497,"pit",-1,0,2,1,1,0,2
"2016-12-23 00:00:00+00",20497,"pit",0,7,9,3,4,3,4
"2016-12-23 00:00:00+00",20497,"pit",1,3,1,1,3,1,2
"2016-12-23 00:00:00+00",20497,"cbj",-1,1,3,3,1,2,1
"2016-12-23 00:00:00+00",20497,"cbj",0,9,7,4,3,4,3
"2016-12-23 00:00:00+00",20497,"cbj",1,2,0,1,1,2,0
"2016-12-23 00:00:00+00",20497,"cbj",2,4,4,0,5,1,2
"2016-12-23 00:00:00+00",20497,"cbj",3,5,3,1,1,0,0
"2016-12-23 00:30:00+00",20498,"min",-1,7,3,2,5,0,2
"2016-12-23 00:30:00+00",20498,"min",0,11,20,7,10,3,3
"2016-12-23 00:30:00+00",20498,"min",1,4,3,1,5,1,2
"2016-12-23 00:30:00+00",20498,"min",2,0,0,0,0,0,1
"2016-12-23 00:30:00+00",20498,"mtl",-2,0,0,0,0,1,0
"2016-12-23 00:30:00+00",20498,"mtl",-1,3,4,5,1,2,1
"2016-12-23 00:30:00+00",20498,"mtl",0,20,11,10,7,3,3
"2016-12-23 00:30:00+00",20498,"mtl",1,3,7,5,2,2,0
"2016-12-23 00:30:00+00",20499,"ana",-1,7,5,4,2,4,0
"2016-12-23 00:30:00+00",20499,"ana",0,13,8,8,7,7,5
"2016-12-23 00:30:00+00",20499,"ott",0,8,13,7,8,5,7
"2016-12-23 00:30:00+00",20499,"ott",1,5,7,2,4,0,4
"2016-12-23 00:30:00+00",20500,"stl",-3,0,0,0,0,0,0
"2016-12-23 00:30:00+00",20500,"stl",-2,0,0,0,0,0,0
"2016-12-23 00:30:00+00",20500,"stl",-1,5,9,3,1,2,2
"2016-12-23 00:30:00+00",20500,"stl",0,10,8,2,2,5,3
"2016-12-23 00:30:00+00",20500,"stl",1,4,4,2,1,1,0
"2016-12-23 00:30:00+00",20500,"stl",2,3,7,4,2,0,5
"2016-12-23 00:30:00+00",20500,"tbl",-2,7,3,2,4,5,0
"2016-12-23 00:30:00+00",20500,"tbl",-1,4,4,1,2,0,1
"2016-12-23 00:30:00+00",20500,"tbl",0,8,10,2,2,3,5
"2016-12-23 00:30:00+00",20500,"tbl",1,9,5,1,3,2,2
"2016-12-23 00:30:00+00",20500,"tbl",2,0,0,0,0,0,0
"2016-12-23 00:30:00+00",20500,"tbl",3,0,0,0,0,0,0
"2016-12-23 00:30:00+00",20501,"bos",0,9,8,3,5,2,4
"2016-12-23 00:30:00+00",20501,"bos",1,4,5,3,0,3,1
"2016-12-23 00:30:00+00",20501,"bos",2,13,9,5,5,4,5
"2016-12-23 00:30:00+00",20501,"fla",-2,9,13,5,5,5,4
"2016-12-23 00:30:00+00",20501,"fla",-1,5,4,0,3,1,3
"2016-12-23 00:30:00+00",20501,"fla",0,8,9,5,3,4,2
"2016-12-23 01:00:00+00",20502,"lak",0,3,5,3,1,4,1
"2016-12-23 01:00:00+00",20502,"lak",1,15,13,9,5,10,9
"2016-12-23 01:00:00+00",20502,"lak",2,1,0,0,0,0,0
"2016-12-23 01:00:00+00",20502,"lak",3,2,3,0,4,3,1
"2016-12-23 01:00:00+00",20502,"nsh",-3,3,2,4,0,1,3
"2016-12-23 01:00:00+00",20502,"nsh",-2,0,1,0,0,0,0
"2016-12-23 01:00:00+00",20502,"nsh",-1,13,15,5,9,9,10
"2016-12-23 01:00:00+00",20502,"nsh",0,5,3,1,3,1,4
"2016-12-23 02:00:00+00",20503,"tor",0,5,3,1,3,6,1
"2016-12-23 02:00:00+00",20503,"tor",1,0,2,0,0,0,0
"2016-12-23 02:00:00+00",20503,"tor",2,4,2,0,1,2,2
"2016-12-23 02:00:00+00",20503,"tor",3,16,21,5,5,1,6
"2016-12-23 02:00:00+00",20503,"col",-3,21,16,5,5,6,1
"2016-12-23 02:00:00+00",20503,"col",-2,2,4,1,0,2,2
"2016-12-23 02:00:00+00",20503,"col",-1,2,0,0,0,0,0
"2016-12-23 02:00:00+00",20503,"col",0,3,5,3,1,1,6
"2016-12-23 03:00:00+00",20504,"wpg",-1,13,8,5,5,5,2
"2016-12-23 03:00:00+00",20504,"wpg",0,4,4,0,2,1,0
"2016-12-23 03:00:00+00",20504,"wpg",1,0,1,2,2,2,0
"2016-12-23 03:00:00+00",20504,"wpg",2,3,0,0,0,0,1
"2016-12-23 03:00:00+00",20504,"wpg",3,1,3,1,0,1,1
"2016-12-23 03:00:00+00",20504,"van",-3,3,1,0,1,1,1
"2016-12-23 03:00:00+00",20504,"van",-2,0,3,0,0,1,0
"2016-12-23 03:00:00+00",20504,"van",-1,1,0,2,2,0,2
"2016-12-23 03:00:00+00",20504,"van",0,4,4,2,0,0,1
"2016-12-23 03:00:00+00",20504,"van",1,8,13,5,5,2,5
"2016-12-30 01:30:00+00",20540,"col",-2,10,9,3,3,6,4
"2016-12-30 01:30:00+00",20540,"col",-1,6,11,3,4,3,9
"2016-12-30 01:30:00+00",20540,"col",0,1,4,1,5,0,4
"2016-12-30 01:30:00+00",20540,"dal",0,4,1,5,1,4,0
"2016-12-30 01:30:00+00",20540,"dal",1,11,6,4,3,9,3
"2016-12-30 01:30:00+00",20540,"dal",2,9,10,3,3,4,6
"2016-12-30 02:00:00+00",20541,"ana",-1,5,9,4,1,3,0
"2016-12-30 02:00:00+00",20541,"ana",0,11,6,3,3,5,2
"2016-12-30 02:00:00+00",20541,"ana",1,1,0,1,0,0,0
"2016-12-30 02:00:00+00",20541,"ana",2,1,5,1,0,0,0
"2016-12-30 02:00:00+00",20541,"cgy",-2,5,1,0,1,0,0
"2016-12-30 02:00:00+00",20541,"cgy",-1,0,1,0,1,0,0
"2016-12-30 02:00:00+00",20541,"cgy",0,6,11,3,3,2,5
"2016-12-30 02:00:00+00",20541,"cgy",1,9,5,1,4,0,3
"2016-12-24 00:00:00+00",20505,"buf",-3,13,9,11,6,2,3
"2016-12-24 00:00:00+00",20505,"buf",-2,2,2,4,2,2,1
"2016-12-24 00:00:00+00",20505,"buf",-1,4,10,5,5,2,3
"2016-12-24 00:00:00+00",20505,"buf",0,3,3,1,3,0,4
"2016-12-24 00:00:00+00",20505,"nyi",0,3,3,3,1,4,0
"2016-12-24 00:00:00+00",20505,"nyi",1,10,4,5,5,3,2
"2016-12-24 00:00:00+00",20505,"nyi",2,2,2,2,4,1,2
"2016-12-24 00:00:00+00",20505,"nyi",3,9,13,6,11,3,2
"2016-12-24 00:00:00+00",20506,"min",-1,3,3,2,3,3,1
"2016-12-24 00:00:00+00",20506,"min",0,7,6,2,3,5,2
"2016-12-24 00:00:00+00",20506,"min",1,3,0,1,1,0,1
"2016-12-24 00:00:00+00",20506,"min",2,3,7,2,8,3,3
"2016-12-24 00:00:00+00",20506,"min",3,1,15,2,5,2,4
"2016-12-24 00:00:00+00",20506,"nyr",-3,15,1,5,2,4,2
"2016-12-24 00:00:00+00",20506,"nyr",-2,7,3,8,2,3,3
"2016-12-24 00:00:00+00",20506,"nyr",-1,0,3,1,1,1,0
"2016-12-24 00:00:00+00",20506,"nyr",0,6,7,3,2,2,5
"2016-12-24 00:00:00+00",20506,"nyr",1,3,3,3,2,1,3
"2016-12-24 00:00:00+00",20507,"njd",-3,4,4,0,0,0,2
"2016-12-24 00:00:00+00",20507,"njd",-2,8,11,8,4,4,4
"2016-12-24 00:00:00+00",20507,"njd",-1,8,15,2,7,2,4
"2016-12-24 00:00:00+00",20507,"njd",0,1,3,0,4,0,3
"2016-12-24 00:00:00+00",20507,"pit",0,3,1,4,0,3,0
"2016-12-24 00:00:00+00",20507,"pit",1,15,8,7,2,4,2
"2016-12-24 00:00:00+00",20507,"pit",2,11,8,4,8,4,4
"2016-12-24 00:00:00+00",20507,"pit",3,4,4,0,0,2,0
"2016-12-24 00:00:00+00",20508,"tbl",-3,16,9,11,5,5,7
"2016-12-24 00:00:00+00",20508,"tbl",-2,6,6,4,2,3,2
"2016-12-24 00:00:00+00",20508,"tbl",-1,1,6,1,1,3,5
"2016-12-24 00:00:00+00",20508,"tbl",0,0,1,0,0,0,0
"2016-12-24 00:00:00+00",20508,"wsh",0,1,0,0,0,0,0
"2016-12-24 00:00:00+00",20508,"wsh",1,6,1,1,1,5,3
"2016-12-24 00:00:00+00",20508,"wsh",2,6,6,2,4,2,3
"2016-12-24 00:00:00+00",20508,"wsh",3,9,16,5,11,7,5
"2016-12-24 00:00:00+00",20509,"mtl",-2,13,3,8,3,5,3
"2016-12-24 00:00:00+00",20509,"mtl",-1,10,8,3,2,1,2
"2016-12-24 00:00:00+00",20509,"mtl",0,8,4,3,1,5,3
"2016-12-24 00:00:00+00",20509,"cbj",0,4,8,1,3,3,5
"2016-12-24 00:00:00+00",20509,"cbj",1,8,10,2,3,2,1
"2016-12-24 00:00:00+00",20509,"cbj",2,3,13,3,8,3,5
"2016-12-24 00:30:00+00",20510,"det",-2,6,4,0,0,0,2
"2016-12-24 00:30:00+00",20510,"det",-1,15,9,4,6,2,2
"2016-12-24 00:30:00+00",20510,"det",0,9,9,5,1,1,1
"2016-12-24 00:30:00+00",20510,"fla",0,9,9,1,5,1,1
"2016-12-24 00:30:00+00",20510,"fla",1,9,15,6,4,2,2
"2016-12-24 00:30:00+00",20510,"fla",2,4,6,0,0,2,0
"2016-12-24 00:30:00+00",20511,"bos",0,12,5,8,6,4,3
"2016-12-24 00:30:00+00",20511,"bos",1,7,8,3,6,1,1
"2016-12-24 00:30:00+00",20511,"car",-1,8,7,6,3,1,1
"2016-12-24 00:30:00+00",20511,"car",0,5,12,6,8,3,4
"2016-12-24 01:30:00+00",20512,"col",-1,2,6,0,4,2,3
"2016-12-24 01:30:00+00",20512,"col",0,24,25,14,11,3,2
"2016-12-24 01:30:00+00",20512,"chi",0,25,24,11,14,2,3
"2016-12-24 01:30:00+00",20512,"chi",1,6,2,4,0,3,2
"2016-12-24 01:30:00+00",20513,"lak",-1,4,2,2,0,2,1
"2016-12-24 01:30:00+00",20513,"lak",0,16,18,5,8,9,8
"2016-12-24 01:30:00+00",20513,"lak",1,8,8,10,4,2,3
"2016-12-24 01:30:00+00",20513,"dal",-1,8,8,4,10,3,2
"2016-12-24 01:30:00+00",20513,"dal",0,18,16,8,5,8,9
"2016-12-24 01:30:00+00",20513,"dal",1,2,4,0,2,1,2
"2016-12-24 02:00:00+00",20514,"van",-3,0,1,0,0,0,0
"2016-12-24 02:00:00+00",20514,"van",-2,6,3,5,3,3,6
"2016-12-24 02:00:00+00",20514,"van",-1,3,3,0,0,2,0
"2016-12-24 02:00:00+00",20514,"van",0,3,13,6,3,2,7
"2016-12-24 02:00:00+00",20514,"van",1,2,3,0,1,3,1
"2016-12-24 02:00:00+00",20514,"cgy",-1,3,2,1,0,1,3
"2016-12-24 02:00:00+00",20514,"cgy",0,13,3,3,6,7,2
"2016-12-24 02:00:00+00",20514,"cgy",1,3,3,0,0,0,2
"2016-12-24 02:00:00+00",20514,"cgy",2,3,6,3,5,6,3
"2016-12-24 02:00:00+00",20514,"cgy",3,1,0,0,0,0,0
"2016-12-24 02:00:00+00",20515,"tor",0,3,3,1,0,0,0
"2016-12-24 02:00:00+00",20515,"tor",1,5,12,6,11,5,10
"2016-12-24 02:00:00+00",20515,"tor",2,18,10,5,10,6,8
"2016-12-24 02:00:00+00",20515,"tor",3,4,4,2,1,1,3
"2016-12-24 02:00:00+00",20515,"ari",-3,4,4,1,2,3,1
"2016-12-24 02:00:00+00",20515,"ari",-2,10,18,10,5,8,6
"2016-12-24 02:00:00+00",20515,"ari",-1,12,5,11,6,10,5
"2016-12-24 02:00:00+00",20515,"ari",0,3,3,0,1,0,0
"2016-12-24 03:30:00+00",20516,"edm",-1,6,9,5,6,4,7
"2016-12-24 03:30:00+00",20516,"edm",0,7,11,6,3,6,3
"2016-12-24 03:30:00+00",20516,"sjs",0,11,7,3,6,3,6
"2016-12-24 03:30:00+00",20516,"sjs",1,9,6,6,5,7,4
"2016-12-28 00:00:00+00",20517,"pit",-1,10,7,5,1,2,4
"2016-12-28 00:00:00+00",20517,"pit",0,3,2,1,0,2,0
"2016-12-28 00:00:00+00",20517,"pit",1,3,1,0,0,0,0
"2016-12-28 00:00:00+00",20517,"pit",2,2,5,1,1,1,1
"2016-12-28 00:00:00+00",20517,"pit",3,2,0,0,0,0,1
"2016-12-28 00:00:00+00",20517,"njd",-3,0,2,0,0,1,0
"2016-12-28 00:00:00+00",20517,"njd",-2,5,2,1,1,1,1
"2016-12-28 00:00:00+00",20517,"njd",-1,1,3,0,0,0,0
"2016-12-28 00:00:00+00",20517,"njd",0,2,3,0,1,0,2
"2016-12-28 00:00:00+00",20517,"njd",1,7,10,1,5,4,2
"2016-12-28 00:00:00+00",20518,"wsh",-2,2,6,2,2,4,0
"2016-12-28 00:00:00+00",20518,"wsh",-1,12,8,0,3,1,0
"2016-12-28 00:00:00+00",20518,"wsh",0,11,14,6,4,2,8
"2016-12-28 00:00:00+00",20518,"nyi",0,14,11,4,6,8,2
"2016-12-28 00:00:00+00",20518,"nyi",1,8,12,3,0,0,1
"2016-12-28 00:00:00+00",20518,"nyi",2,6,2,2,2,0,4
"2016-12-28 00:00:00+00",20519,"ott",-1,2,1,4,0,1,2
"2016-12-28 00:00:00+00",20519,"ott",0,6,2,0,2,1,4
"2016-12-28 00:00:00+00",20519,"ott",1,13,3,3,3,5,1
"2016-12-28 00:00:00+00",20519,"ott",2,5,5,1,1,1,4
"2016-12-28 00:00:00+00",20519,"nyr",-2,5,5,1,1,4,1
"2016-12-28 00:00:00+00",20519,"nyr",-1,3,13,3,3,1,5
"2016-12-28 00:00:00+00",20519,"nyr",0,2,6,2,0,4,1
"2016-12-28 00:00:00+00",20519,"nyr",1,1,2,0,4,2,1
"2016-12-28 00:00:00+00",20520,"bos",-3,1,0,0,0,0,0
"2016-12-28 00:00:00+00",20520,"bos",-2,3,2,2,0,0,1
"2016-12-28 00:00:00+00",20520,"bos",-1,22,10,9,7,7,6
"2016-12-28 00:00:00+00",20520,"bos",0,7,6,4,4,3,5
"2016-12-28 00:00:00+00",20520,"cbj",0,6,7,4,4,5,3
"2016-12-28 00:00:00+00",20520,"cbj",1,10,22,7,9,6,7
"2016-12-28 00:00:00+00",20520,"cbj",2,2,3,0,2,1,0
"2016-12-28 00:00:00+00",20520,"cbj",3,0,1,0,0,0,0
"2016-12-28 00:30:00+00",20521,"buf",0,6,8,2,2,3,2
"2016-12-28 00:30:00+00",20521,"buf",1,11,20,4,10,3,4
"2016-12-28 00:30:00+00",20521,"buf",2,1,9,0,4,5,4
"2016-12-28 00:30:00+00",20521,"det",-2,9,1,4,0,4,5
"2016-12-28 00:30:00+00",20521,"det",-1,20,11,10,4,4,3
"2016-12-28 00:30:00+00",20521,"det",0,8,6,2,2,2,3
"2016-12-28 01:00:00+00",20522,"min",0,16,19,7,6,6,4
"2016-12-28 01:00:00+00",20522,"min",1,11,8,4,6,3,3
"2016-12-28 01:00:00+00",20522,"nsh",-1,8,11,6,4,3,3
"2016-12-28 01:00:00+00",20522,"nsh",0,19,16,6,7,4,6
"2016-12-28 01:30:00+00",20523,"wpg",0,7,5,2,1,2,1
"2016-12-28 01:30:00+00",20523,"wpg",1,10,10,3,4,3,2
"2016-12-28 01:30:00+00",20523,"wpg",2,13,15,3,6,2,3
"2016-12-28 01:30:00+00",20523,"chi",-2,15,13,6,3,3,2
"2016-12-28 01:30:00+00",20523,"chi",-1,10,10,4,3,2,3
"2016-12-28 01:30:00+00",20523,"chi",0,5,7,1,2,1,2
"2016-12-28 02:00:00+00",20524,"cgy",-1,1,1,3,1,1,0
"2016-12-28 02:00:00+00",20524,"cgy",0,15,7,10,5,4,0
"2016-12-28 02:00:00+00",20524,"cgy",1,6,1,0,1,1,0
"2016-12-28 02:00:00+00",20524,"cgy",2,5,7,3,4,1,0
"2016-12-28 02:00:00+00",20524,"cgy",3,1,3,0,2,2,0
"2016-12-28 02:00:00+00",20524,"col",-3,3,1,2,0,0,2
"2016-12-28 02:00:00+00",20524,"col",-2,7,5,4,3,0,1
"2016-12-28 02:00:00+00",20524,"col",-1,1,6,1,0,0,1
"2016-12-28 02:00:00+00",20524,"col",0,7,15,5,10,0,4
"2016-12-28 02:00:00+00",20524,"col",1,1,1,1,3,0,1
"2016-12-28 02:00:00+00",20525,"dal",0,7,8,3,9,7,7
"2016-12-28 02:00:00+00",20525,"dal",1,15,19,6,5,6,1
"2016-12-28 02:00:00+00",20525,"dal",2,0,0,0,0,0,0
"2016-12-28 02:00:00+00",20525,"ari",-2,0,0,0,0,0,0
"2016-12-28 02:00:00+00",20525,"ari",-1,19,15,5,6,1,6
"2016-12-28 02:00:00+00",20525,"ari",0,8,7,9,3,7,7
"2016-12-28 03:00:00+00",20526,"sjs",0,7,9,4,5,4,8
"2016-12-28 03:00:00+00",20526,"sjs",1,13,24,4,5,3,9
"2016-12-28 03:00:00+00",20526,"ana",-1,24,13,5,4,9,3
"2016-12-28 03:00:00+00",20526,"ana",0,9,7,5,4,8,4
"2016-12-30 02:00:00+00",20542,"lak",-2,0,0,0,0,0,0
"2016-12-30 02:00:00+00",20542,"lak",-1,16,16,10,6,2,9
"2016-12-30 02:00:00+00",20542,"lak",0,9,14,6,9,1,6
"2016-12-30 02:00:00+00",20542,"edm",0,14,9,9,6,6,1
"2016-12-30 02:00:00+00",20542,"edm",1,16,16,6,10,9,2
"2016-12-30 02:00:00+00",20542,"edm",2,0,0,0,0,0,0
"2016-12-31 00:30:00+00",20544,"chi",-2,2,0,2,0,2,0
"2016-12-31 00:30:00+00",20544,"chi",-1,19,14,12,6,13,5
"2016-12-31 00:30:00+00",20544,"chi",0,5,8,1,2,0,1
"2016-12-31 00:30:00+00",20544,"chi",1,0,5,0,0,0,0
"2016-12-31 00:30:00+00",20544,"car",-1,5,0,0,0,0,0
"2016-12-31 00:30:00+00",20544,"car",0,8,5,2,1,1,0
"2016-12-31 00:30:00+00",20544,"car",1,14,19,6,12,5,13
"2016-12-31 00:30:00+00",20544,"car",2,0,2,0,2,0,2
"2016-12-31 01:00:00+00",20545,"nsh",0,8,7,4,9,9,9
"2016-12-31 01:00:00+00",20545,"nsh",1,0,0,0,0,0,0
"2016-12-31 01:00:00+00",20545,"nsh",2,2,1,2,1,2,1
"2016-12-31 01:00:00+00",20545,"nsh",3,7,8,0,4,0,1
"2016-12-31 01:00:00+00",20545,"stl",-3,8,7,4,0,1,0
"2016-12-31 01:00:00+00",20545,"stl",-2,1,2,1,2,1,2
"2016-12-31 01:00:00+00",20545,"stl",-1,0,0,0,0,0,0
"2016-12-31 01:00:00+00",20545,"stl",0,7,8,9,4,9,9
"2016-12-31 03:00:00+00",20546,"ana",0,8,6,6,2,0,1
"2016-12-31 03:00:00+00",20546,"ana",1,8,6,5,5,3,5
"2016-12-31 03:00:00+00",20546,"ana",2,0,6,0,1,0,0
"2016-12-31 03:00:00+00",20546,"van",-2,6,0,1,0,0,0
"2016-12-31 03:00:00+00",20546,"van",-1,6,8,5,5,5,3
"2016-12-31 03:00:00+00",20546,"van",0,6,8,2,6,1,0
"2016-12-31 03:00:00+00",20547,"phi",-2,2,2,0,0,0,1
"2016-12-31 03:00:00+00",20547,"phi",-1,10,19,6,7,4,6
"2016-12-31 03:00:00+00",20547,"phi",0,5,7,7,3,1,2
"2016-12-31 03:00:00+00",20547,"sjs",0,7,5,3,7,2,1
"2016-12-31 03:00:00+00",20547,"sjs",1,19,10,7,6,6,4
"2016-12-31 03:00:00+00",20547,"sjs",2,2,2,0,0,1,0
"2016-12-31 18:00:00+00",20548,"buf",-3,4,5,0,2,2,1
"2016-12-31 18:00:00+00",20548,"buf",-2,9,10,2,5,3,1
"2016-12-31 18:00:00+00",20548,"buf",-1,5,4,4,5,5,5
"2016-12-31 18:00:00+00",20548,"buf",0,0,3,2,0,3,0
"2016-12-31 18:00:00+00",20548,"bos",0,3,0,0,2,0,3
"2016-12-31 18:00:00+00",20548,"bos",1,4,5,5,4,5,5
"2016-12-31 18:00:00+00",20548,"bos",2,10,9,5,2,1,3
"2016-12-31 18:00:00+00",20548,"bos",3,5,4,2,0,1,2
"2016-12-31 18:00:00+00",20549,"wsh",0,2,1,1,0,0,1
"2016-12-31 18:00:00+00",20549,"wsh",1,4,3,3,5,0,3
"2016-12-31 18:00:00+00",20549,"wsh",2,5,2,2,2,1,0
"2016-12-31 18:00:00+00",20549,"wsh",3,10,8,3,3,3,3
"2016-12-31 18:00:00+00",20549,"njd",-3,8,10,3,3,3,3
"2016-12-31 18:00:00+00",20549,"njd",-2,2,5,2,2,0,1
"2016-12-31 18:00:00+00",20549,"njd",-1,3,4,5,3,3,0
"2016-12-31 18:00:00+00",20549,"njd",0,1,2,0,1,1,0
"2016-12-31 23:00:00+00",20550,"cbj",0,4,4,3,1,2,3
"2016-12-31 23:00:00+00",20550,"cbj",1,3,4,0,0,2,3
"2016-12-31 23:00:00+00",20550,"cbj",2,13,14,2,3,3,4
"2016-12-31 23:00:00+00",20550,"cbj",3,0,2,3,0,1,1
"2016-12-31 23:00:00+00",20550,"min",-3,2,0,0,3,1,1
"2016-12-31 23:00:00+00",20550,"min",-2,14,13,3,2,4,3
"2016-12-31 23:00:00+00",20550,"min",-1,4,3,0,0,3,2
"2016-12-31 23:00:00+00",20550,"min",0,4,4,1,3,3,2
"2017-01-01 00:00:00+00",20551,"car",-3,2,1,0,0,0,1
"2017-01-01 00:00:00+00",20551,"car",-2,13,12,8,8,4,4
"2017-01-01 00:00:00+00",20551,"car",-1,4,1,0,1,3,2
"2017-01-01 00:00:00+00",20551,"car",0,1,5,1,1,1,2
"2017-01-01 00:00:00+00",20551,"tbl",0,5,1,1,1,2,1
"2017-01-01 00:00:00+00",20551,"tbl",1,1,4,1,0,2,3
"2017-01-01 00:00:00+00",20551,"tbl",2,12,13,8,8,4,4
"2017-01-01 00:00:00+00",20551,"tbl",3,1,2,0,0,1,0
"2017-01-01 00:00:00+00",20552,"mtl",-1,8,10,4,2,1,0
"2017-01-01 00:00:00+00",20552,"mtl",0,16,3,3,4,1,0
"2017-01-01 00:00:00+00",20552,"mtl",1,11,15,4,9,2,7
"2017-01-01 00:00:00+00",20552,"pit",-1,15,11,9,4,7,2
"2017-01-01 00:00:00+00",20552,"pit",0,3,16,4,3,0,1
"2017-01-01 00:00:00+00",20552,"pit",1,10,8,2,4,0,1
"2017-01-01 00:00:00+00",20553,"nyi",0,2,3,1,3,1,0
"2017-01-01 00:00:00+00",20553,"nyi",1,5,2,0,1,2,2
"2017-01-01 00:00:00+00",20553,"nyi",2,2,8,2,3,0,2
"2017-01-01 00:00:00+00",20553,"nyi",3,13,17,8,7,3,2
"2017-01-01 00:00:00+00",20553,"wpg",-3,17,13,7,8,2,3
"2017-01-01 00:00:00+00",20553,"wpg",-2,8,2,3,2,2,0
"2017-01-01 00:00:00+00",20553,"wpg",-1,2,5,1,0,2,2
"2017-01-01 00:00:00+00",20553,"wpg",0,3,2,3,1,0,1
"2017-01-01 01:00:00+00",20554,"fla",0,5,0,1,0,0,0
"2017-01-01 01:00:00+00",20554,"fla",1,12,6,1,2,3,6
"2017-01-01 01:00:00+00",20554,"fla",2,10,11,1,5,2,8
"2017-01-01 01:00:00+00",20554,"fla",3,8,6,4,9,3,5
"2017-01-01 01:00:00+00",20554,"dal",-3,6,8,9,4,5,3
"2017-01-01 01:00:00+00",20554,"dal",-2,11,10,5,1,8,2
"2017-01-01 01:00:00+00",20554,"dal",-1,6,12,2,1,6,3
"2017-01-01 01:00:00+00",20554,"dal",0,0,5,0,1,0,0
"2017-01-01 01:00:00+00",20555,"nyr",-1,5,0,1,0,0,1
