"datetime","game_id","team","score_sit","sf","sa","bsf","bsa","msf","msa"
"2017-01-01 01:00:00+00",20555,"nyr",0,12,10,1,3,4,5
"2017-01-01 01:00:00+00",20555,"nyr",1,2,3,1,1,0,1
"2017-01-01 01:00:00+00",20555,"nyr",2,7,7,1,4,2,2
"2017-01-01 01:00:00+00",20555,"nyr",3,1,5,0,0,1,3
"2017-01-01 01:00:00+00",20555,"col",-3,5,1,0,0,3,1
"2017-01-01 01:00:00+00",20555,"col",-2,7,7,4,1,2,2
"2017-01-01 01:00:00+00",20555,"col",-1,3,2,1,1,1,0
"2017-01-01 01:00:00+00",20555,"col",0,10,12,3,1,5,4
"2017-01-01 01:00:00+00",20555,"col",1,0,5,0,1,1,0
"2017-01-01 03:00:00+00",20556,"ari",-3,15,10,4,7,6,7
"2017-01-01 03:00:00+00",20556,"ari",-2,1,4,4,0,1,1
"2017-01-01 03:00:00+00",20556,"ari",-1,2,1,1,2,0,1
"2017-01-01 03:00:00+00",20556,"ari",0,3,0,1,1,1,0
"2017-01-01 03:00:00+00",20556,"cgy",0,0,3,1,1,0,1
"2017-01-01 03:00:00+00",20556,"cgy",1,1,2,2,1,1,0
"2017-01-01 03:00:00+00",20556,"cgy",2,4,1,0,4,1,1
"2017-01-01 03:00:00+00",20556,"cgy",3,10,15,7,4,7,6
"2017-01-01 03:00:00+00",20557,"van",0,20,15,7,7,9,5
"2017-01-01 03:00:00+00",20557,"van",1,4,9,1,4,4,4
"2017-01-01 03:00:00+00",20557,"edm",-1,9,4,4,1,4,4
"2017-01-01 03:00:00+00",20557,"edm",0,15,20,7,7,5,9
"2017-01-01 03:30:00+00",20558,"sjs",-2,7,5,4,4,4,2
"2017-01-01 03:30:00+00",20558,"sjs",-1,7,9,4,6,4,10
"2017-01-01 03:30:00+00",20558,"sjs",0,1,6,1,3,1,2
"2017-01-01 03:30:00+00",20558,"lak",0,6,1,3,1,2,1
"2017-01-01 03:30:00+00",20558,"lak",1,9,7,6,4,10,4
"2017-01-01 03:30:00+00",20558,"lak",2,5,7,4,4,2,4
"2017-01-01 20:30:00+00",20559,"det",-3,1,0,1,1,0,1
"2017-01-01 20:30:00+00",20559,"det",-2,2,2,3,3,3,1
"2017-01-01 20:30:00+00",20559,"det",-1,1,2,0,1,0,2
"2017-01-01 20:30:00+00",20559,"det",0,16,12,4,3,4,6
"2017-01-01 20:30:00+00",20559,"det",1,6,5,3,2,2,6
"2017-01-01 20:30:00+00",20559,"tor",-1,5,6,2,3,6,2
"2017-01-01 20:30:00+00",20559,"tor",0,12,16,3,4,6,4
"2017-01-01 20:30:00+00",20559,"tor",1,2,1,1,0,2,0
"2017-01-01 20:30:00+00",20559,"tor",2,2,2,3,3,1,3
"2017-01-01 20:30:00+00",20559,"tor",3,0,1,1,1,1,0
"2017-01-02 00:30:00+00",20560,"ott",-1,6,6,2,0,5,2
"2017-01-02 00:30:00+00",20560,"ott",0,15,16,14,8,7,11
"2017-01-02 00:30:00+00",20560,"ott",1,1,3,0,2,1,1
"2017-01-02 00:30:00+00",20560,"wsh",-1,3,1,2,0,1,1
"2017-01-02 00:30:00+00",20560,"wsh",0,16,15,8,14,11,7
"2017-01-02 00:30:00+00",20560,"wsh",1,6,6,0,2,2,5
"2017-01-02 01:00:00+00",20561,"phi",-2,2,0,1,0,0,0
"2017-01-02 01:00:00+00",20561,"phi",-1,5,1,1,0,1,0
"2017-01-02 01:00:00+00",20561,"phi",0,27,17,13,10,6,8
"2017-01-02 01:00:00+00",20561,"ana",0,17,27,10,13,8,6
"2017-01-02 01:00:00+00",20561,"ana",1,1,5,0,1,0,1
"2017-01-02 01:00:00+00",20561,"ana",2,0,2,0,1,0,0
"2017-01-02 18:00:00+00",20562,"chi",-3,0,1,0,0,0,0
"2017-01-02 18:00:00+00",20562,"chi",-2,3,1,0,1,0,0
"2017-01-02 18:00:00+00",20562,"chi",-1,0,1,1,0,1,0
"2017-01-02 18:00:00+00",20562,"chi",0,7,12,4,5,6,4
"2017-01-02 18:00:00+00",20562,"chi",1,8,12,4,2,2,5
"2017-01-02 18:00:00+00",20562,"stl",-1,12,8,2,4,5,2
"2017-01-02 18:00:00+00",20562,"stl",0,12,7,5,4,4,6
"2017-01-02 18:00:00+00",20562,"stl",1,1,0,0,1,0,1
"2017-01-02 18:00:00+00",20562,"stl",2,1,3,1,0,0,0
"2017-01-02 18:00:00+00",20562,"stl",3,1,0,0,0,0,0
"2017-01-03 00:00:00+00",20563,"bos",-3,0,0,0,0,0,0
"2017-01-03 00:00:00+00",20563,"bos",-2,4,3,1,2,5,1
"2017-01-03 00:00:00+00",20563,"bos",-1,15,10,2,1,9,5
"2017-01-03 00:00:00+00",20563,"bos",0,1,6,1,1,0,1
"2017-01-03 00:00:00+00",20563,"njd",0,6,1,1,1,1,0
"2017-01-03 00:00:00+00",20563,"njd",1,10,15,1,2,5,9
"2017-01-03 00:00:00+00",20563,"njd",2,3,4,2,1,1,5
"2017-01-03 00:00:00+00",20563,"njd",3,0,0,0,0,0,0
"2017-01-03 03:00:00+00",20564,"col",-1,7,3,4,0,3,3
"2017-01-03 03:00:00+00",20564,"col",0,13,14,5,10,3,9
"2017-01-03 03:00:00+00",20564,"van",0,14,13,10,5,9,3
"2017-01-03 03:00:00+00",20564,"van",1,3,7,0,4,3,3
"2017-01-04 00:00:00+00",20565,"buf",0,5,1,4,2,3,1
"2017-01-04 00:00:00+00",20565,"buf",1,2,4,1,4,0,0
"2017-01-04 00:00:00+00",20565,"buf",2,3,4,0,0,0,1
"2017-01-04 00:00:00+00",20565,"buf",3,4,12,7,5,5,10
"2017-01-04 00:00:00+00",20565,"nyr",-3,12,4,5,7,10,5
"2017-01-04 00:00:00+00",20565,"nyr",-2,4,3,0,0,1,0
"2017-01-04 00:00:00+00",20565,"nyr",-1,4,2,4,1,0,0
"2017-01-04 00:00:00+00",20565,"nyr",0,1,5,2,4,1,3
"2017-01-04 00:00:00+00",20566,"tor",-1,0,3,1,1,1,1
"2017-01-04 00:00:00+00",20566,"tor",0,6,10,5,6,1,1
"2017-01-04 00:00:00+00",20566,"tor",1,6,8,3,7,2,4
"2017-01-04 00:00:00+00",20566,"tor",2,2,2,1,0,3,3
"2017-01-04 00:00:00+00",20566,"wsh",-2,2,2,0,1,3,3
"2017-01-04 00:00:00+00",20566,"wsh",-1,8,6,7,3,4,2
"2017-01-04 00:00:00+00",20566,"wsh",0,10,6,6,5,1,1
"2017-01-04 00:00:00+00",20566,"wsh",1,3,0,1,1,1,1
"2017-01-04 00:00:00+00",20567,"njd",0,8,6,9,12,4,4
"2017-01-04 00:00:00+00",20567,"njd",1,8,10,3,5,0,2
"2017-01-04 00:00:00+00",20567,"njd",2,0,1,0,0,0,1
"2017-01-04 00:00:00+00",20567,"car",-2,1,0,0,0,1,0
"2017-01-04 00:00:00+00",20567,"car",-1,10,8,5,3,2,0
"2017-01-04 00:00:00+00",20567,"car",0,6,8,12,9,4,4
"2017-01-04 00:00:00+00",20568,"edm",-2,3,5,2,2,1,1
"2017-01-04 00:00:00+00",20568,"edm",-1,9,12,3,3,1,1
"2017-01-04 00:00:00+00",20568,"edm",0,5,5,1,6,5,3
"2017-01-04 00:00:00+00",20568,"cbj",0,5,5,6,1,3,5
"2017-01-04 00:00:00+00",20568,"cbj",1,12,9,3,3,1,1
"2017-01-04 00:00:00+00",20568,"cbj",2,5,3,2,2,1,1
"2017-01-04 00:30:00+00",20569,"wpg",0,0,5,1,1,0,1
"2017-01-04 00:30:00+00",20569,"wpg",1,9,11,4,1,3,1
"2017-01-04 00:30:00+00",20569,"wpg",2,12,3,4,3,4,2
"2017-01-04 00:30:00+00",20569,"wpg",3,9,6,3,0,1,0
"2017-01-04 00:30:00+00",20569,"tbl",-3,6,9,0,3,0,1
"2017-01-04 00:30:00+00",20569,"tbl",-2,3,12,3,4,2,4
"2017-01-04 00:30:00+00",20569,"tbl",-1,11,9,1,4,1,3
"2017-01-04 00:30:00+00",20569,"tbl",0,5,0,1,1,1,0
"2017-01-04 01:00:00+00",20570,"mtl",-1,1,3,3,1,2,2
"2017-01-04 01:00:00+00",20570,"mtl",0,30,15,16,9,8,7
"2017-01-04 01:00:00+00",20570,"nsh",0,15,30,9,16,7,8
"2017-01-04 01:00:00+00",20570,"nsh",1,3,1,1,3,2,2
"2017-01-04 03:00:00+00",20571,"lak",-1,2,5,1,0,2,0
"2017-01-04 03:00:00+00",20571,"lak",0,23,17,16,10,9,12
"2017-01-04 03:00:00+00",20571,"sjs",0,17,23,10,16,12,9
"2017-01-04 03:00:00+00",20571,"sjs",1,5,2,0,1,0,2
"2017-01-05 00:00:00+00",20572,"wpg",0,14,10,7,7,2,6
"2017-01-05 00:00:00+00",20572,"wpg",1,8,3,0,0,0,1
"2017-01-05 00:00:00+00",20572,"wpg",2,8,12,2,1,3,2
"2017-01-05 00:00:00+00",20572,"wpg",3,3,0,0,1,2,0
"2017-01-05 00:00:00+00",20572,"fla",-3,0,3,1,0,0,2
"2017-01-05 00:00:00+00",20572,"fla",-2,12,8,1,2,2,3
"2017-01-05 00:00:00+00",20572,"fla",-1,3,8,0,0,1,0
"2017-01-05 00:00:00+00",20572,"fla",0,10,14,7,7,6,2
"2017-01-05 01:00:00+00",20573,"nyr",0,10,7,4,4,1,1
"2017-01-05 01:00:00+00",20573,"nyr",1,9,9,3,9,11,1
"2017-01-05 01:00:00+00",20573,"nyr",2,5,4,2,2,1,3
"2017-01-05 01:00:00+00",20573,"nyr",3,1,4,0,3,0,0
"2017-01-05 01:00:00+00",20573,"phi",-3,4,1,3,0,0,0
"2017-01-05 01:00:00+00",20573,"phi",-2,4,5,2,2,3,1
"2017-01-05 01:00:00+00",20573,"phi",-1,9,9,9,3,1,11
"2017-01-05 01:00:00+00",20573,"phi",0,7,10,4,4,1,1
"2017-01-05 01:00:00+00",20574,"mtl",-1,5,2,0,1,6,4
"2017-01-05 01:00:00+00",20574,"mtl",0,17,22,12,9,4,5
"2017-01-05 01:00:00+00",20574,"mtl",1,6,13,5,8,0,4
"2017-01-05 01:00:00+00",20574,"dal",-1,13,6,8,5,4,0
"2017-01-05 01:00:00+00",20574,"dal",0,22,17,9,12,5,4
"2017-01-05 01:00:00+00",20574,"dal",1,2,5,1,0,4,6
"2017-01-05 03:00:00+00",20575,"col",-3,1,3,2,1,1,0
"2017-01-05 03:00:00+00",20575,"col",-2,3,4,0,1,1,1
"2017-01-05 03:00:00+00",20575,"col",-1,5,5,1,2,6,3
"2017-01-05 03:00:00+00",20575,"col",0,3,8,1,4,3,3
"2017-01-05 03:00:00+00",20575,"cgy",0,8,3,4,1,3,3
"2017-01-05 03:00:00+00",20575,"cgy",1,5,5,2,1,3,6
"2017-01-05 03:00:00+00",20575,"cgy",2,4,3,1,0,1,1
"2017-01-05 03:00:00+00",20575,"cgy",3,3,1,1,2,0,1
"2017-01-05 03:00:00+00",20576,"ari",-3,3,0,0,0,1,0
"2017-01-05 03:00:00+00",20576,"ari",-2,2,6,2,3,1,0
"2017-01-05 03:00:00+00",20576,"ari",-1,8,9,8,8,5,10
"2017-01-05 03:00:00+00",20576,"ari",0,5,5,1,3,3,1
"2017-01-05 03:00:00+00",20576,"van",0,5,5,3,1,1,3
"2017-01-05 03:00:00+00",20576,"van",1,9,8,8,8,10,5
"2017-01-05 03:00:00+00",20576,"van",2,6,2,3,2,0,1
"2017-01-05 03:00:00+00",20576,"van",3,0,3,0,0,0,1
"2017-01-05 03:30:00+00",20577,"det",-2,0,0,0,1,0,0
"2017-01-05 03:30:00+00",20577,"det",-1,14,14,5,6,4,9
"2017-01-05 03:30:00+00",20577,"det",0,4,7,3,1,5,5
"2017-01-05 03:30:00+00",20577,"ana",0,7,4,1,3,5,5
"2017-01-05 03:30:00+00",20577,"ana",1,14,14,6,5,9,4
"2017-01-05 03:30:00+00",20577,"ana",2,0,0,1,0,0,0
"2017-01-06 00:00:00+00",20578,"edm",-1,1,0,1,1,0,1
"2017-01-06 00:00:00+00",20578,"edm",0,16,16,3,7,0,7
"2017-01-06 00:00:00+00",20578,"edm",1,6,10,2,5,0,4
"2017-01-06 00:00:00+00",20578,"edm",2,1,1,0,2,0,3
"2017-01-06 00:00:00+00",20578,"bos",-2,1,1,2,0,3,0
"2017-01-06 00:00:00+00",20578,"bos",-1,10,6,5,2,4,0
"2017-01-06 00:00:00+00",20578,"bos",0,16,16,7,3,7,0
"2017-01-06 00:00:00+00",20578,"bos",1,0,1,1,1,1,0
"2017-01-06 00:00:00+00",20579,"cbj",-3,8,12,3,1,3,4
"2017-01-06 00:00:00+00",20579,"cbj",-2,11,4,2,6,2,2
"2017-01-06 00:00:00+00",20579,"cbj",-1,4,1,0,0,2,0
"2017-01-06 00:00:00+00",20579,"cbj",0,1,4,1,1,3,2
"2017-01-06 00:00:00+00",20579,"wsh",0,4,1,1,1,2,3
"2017-01-06 00:00:00+00",20579,"wsh",1,1,4,0,0,0,2
"2017-01-06 00:00:00+00",20579,"wsh",2,4,11,6,2,2,2
"2017-01-06 00:00:00+00",20579,"wsh",3,12,8,1,3,4,3
"2017-01-06 00:30:00+00",20580,"nsh",0,0,0,0,1,0,0
"2017-01-06 00:30:00+00",20580,"nsh",1,4,6,1,6,4,9
"2017-01-06 00:30:00+00",20580,"nsh",2,1,0,0,0,0,2
"2017-01-06 00:30:00+00",20580,"nsh",3,9,15,4,11,2,4
"2017-01-06 00:30:00+00",20580,"tbl",-3,15,9,11,4,4,2
"2017-01-06 00:30:00+00",20580,"tbl",-2,0,1,0,0,2,0
"2017-01-06 00:30:00+00",20580,"tbl",-1,6,4,6,1,9,4
"2017-01-06 00:30:00+00",20580,"tbl",0,0,0,1,0,0,0
"2017-01-06 01:00:00+00",20581,"car",-1,5,0,1,0,1,1
"2017-01-06 01:00:00+00",20581,"car",0,8,8,3,2,5,6
"2017-01-06 01:00:00+00",20581,"car",1,8,10,2,5,4,4
"2017-01-06 01:00:00+00",20581,"car",2,0,0,0,0,0,0
"2017-01-06 01:00:00+00",20581,"stl",-2,0,0,0,0,0,0
"2017-01-06 01:00:00+00",20581,"stl",-1,10,8,5,2,4,4
"2017-01-06 01:00:00+00",20581,"stl",0,8,8,2,3,6,5
"2017-01-06 01:00:00+00",20581,"stl",1,0,5,0,1,1,1
"2017-01-06 01:30:00+00",20582,"buf",0,9,19,7,13,5,6
"2017-01-06 01:30:00+00",20582,"buf",1,7,15,3,12,5,3
"2017-01-06 01:30:00+00",20582,"chi",-1,15,7,12,3,3,5
"2017-01-06 01:30:00+00",20582,"chi",0,19,9,13,7,6,5
"2017-01-06 03:30:00+00",20583,"det",0,1,0,1,0,0,2
"2017-01-06 03:30:00+00",20583,"det",1,5,9,2,4,1,1
"2017-01-06 03:30:00+00",20583,"det",2,6,3,2,0,1,2
"2017-01-06 03:30:00+00",20583,"det",3,9,22,7,15,5,11
"2017-01-06 03:30:00+00",20583,"lak",-3,22,9,15,7,11,5
"2017-01-06 03:30:00+00",20583,"lak",-2,3,6,0,2,2,1
"2017-01-06 03:30:00+00",20583,"lak",-1,9,5,4,2,1,1
"2017-01-06 03:30:00+00",20583,"lak",0,0,1,0,1,2,0
"2017-01-06 03:30:00+00",20584,"min",-2,4,4,0,2,1,2
"2017-01-06 03:30:00+00",20584,"min",-1,7,3,3,2,4,1
"2017-01-06 03:30:00+00",20584,"min",0,9,20,9,10,8,4
"2017-01-06 03:30:00+00",20584,"min",1,3,2,1,2,1,1
"2017-01-06 03:30:00+00",20584,"sjs",-1,2,3,2,1,1,1
"2017-01-06 03:30:00+00",20584,"sjs",0,20,9,10,9,4,8
"2017-01-06 03:30:00+00",20584,"sjs",1,3,7,2,3,1,4
"2017-01-06 03:30:00+00",20584,"sjs",2,4,4,2,0,2,1
"2017-01-07 00:30:00+00",20585,"nsh",-1,21,19,4,4,4,7
"2017-01-07 00:30:00+00",20585,"nsh",0,0,6,1,1,1,2
"2017-01-07 00:30:00+00",20585,"fla",0,6,0,1,1,2,1
"2017-01-07 00:30:00+00",20585,"fla",1,19,21,4,4,7,4
"2017-01-07 00:30:00+00",20586,"tor",0,0,2,3,0,1,0
"2017-01-07 00:30:00+00",20586,"tor",1,0,0,2,0,0,0
"2017-01-07 00:30:00+00",20586,"tor",2,1,0,1,0,0,0
"2017-01-07 00:30:00+00",20586,"tor",3,7,22,7,4,2,10
"2017-01-07 00:30:00+00",20586,"njd",-3,22,7,4,7,10,2
"2017-01-07 00:30:00+00",20586,"njd",-2,0,1,0,1,0,0
"2017-01-07 00:30:00+00",20586,"njd",-1,0,0,0,2,0,0
"2017-01-07 00:30:00+00",20586,"njd",0,2,0,0,3,0,1
"2017-01-07 01:30:00+00",20587,"car",-2,6,3,3,3,2,0
"2017-01-07 01:30:00+00",20587,"car",-1,16,14,10,4,5,4
"2017-01-07 01:30:00+00",20587,"car",0,5,6,5,2,1,2
"2017-01-07 01:30:00+00",20587,"chi",0,6,5,2,5,2,1
"2017-01-07 01:30:00+00",20587,"chi",1,14,16,4,10,4,5
"2017-01-07 01:30:00+00",20587,"chi",2,3,6,3,3,0,2
"2017-01-07 02:00:00+00",20588,"nyi",-1,14,16,5,9,5,1
"2017-01-07 02:00:00+00",20588,"nyi",0,11,9,10,8,4,3
"2017-01-07 02:00:00+00",20588,"col",0,9,11,8,10,3,4
"2017-01-07 02:00:00+00",20588,"col",1,16,14,9,5,1,5
"2017-01-07 03:00:00+00",20589,"cgy",-3,12,1,5,0,3,1
"2017-01-07 03:00:00+00",20589,"cgy",-2,4,2,2,0,0,0
"2017-01-07 03:00:00+00",20589,"cgy",-1,11,3,8,2,2,1
"2017-01-07 03:00:00+00",20589,"cgy",0,3,1,3,0,1,0
"2017-01-07 03:00:00+00",20589,"cgy",1,4,4,2,2,1,1
"2017-01-07 03:00:00+00",20589,"van",-1,4,4,2,2,1,1
"2017-01-07 03:00:00+00",20589,"van",0,1,3,0,3,0,1
"2017-01-07 03:00:00+00",20589,"van",1,3,11,2,8,1,2
"2017-01-07 03:00:00+00",20589,"van",2,2,4,0,2,0,0
"2017-01-07 03:00:00+00",20589,"van",3,1,12,0,5,1,3
"2017-01-07 03:00:00+00",20590,"ari",-1,7,8,5,5,3,3
"2017-01-07 03:00:00+00",20590,"ari",0,10,21,4,8,2,12
"2017-01-07 03:00:00+00",20590,"ana",0,21,10,8,4,12,2
"2017-01-07 03:00:00+00",20590,"ana",1,8,7,5,5,3,3
"2017-02-07 00:00:00+00",20787,"buf",-1,11,12,9,4,4,8
"2017-02-07 00:00:00+00",20787,"buf",0,8,13,8,7,9,10
"2017-02-07 00:00:00+00",20787,"njd",0,13,8,7,8,10,9
"2017-02-07 00:00:00+00",20787,"njd",1,12,11,4,9,8,4
"2017-02-07 00:00:00+00",20788,"tor",-1,7,6,4,5,4,1
"2017-02-07 00:00:00+00",20788,"tor",0,9,9,5,3,4,1
"2017-02-07 00:00:00+00",20788,"tor",1,11,15,2,6,2,6
"2017-02-07 00:00:00+00",20788,"tor",2,0,2,1,1,0,1
"2017-02-07 00:00:00+00",20788,"nyi",-2,2,0,1,1,1,0
"2017-02-07 00:00:00+00",20788,"nyi",-1,15,11,6,2,6,2
"2017-02-07 00:00:00+00",20788,"nyi",0,9,9,3,5,1,4
"2017-02-07 00:00:00+00",20788,"nyi",1,6,7,5,4,1,4
"2017-02-07 00:00:00+00",20789,"stl",0,7,13,10,11,6,5
"2017-02-07 00:00:00+00",20789,"stl",1,3,4,1,1,0,1
"2017-02-07 00:00:00+00",20789,"stl",2,3,3,3,7,0,3
"2017-02-07 00:00:00+00",20789,"phi",-2,3,3,7,3,3,0
"2017-02-07 00:00:00+00",20789,"phi",-1,4,3,1,1,1,0
"2017-02-07 00:00:00+00",20789,"phi",0,13,7,11,10,5,6
"2017-02-08 00:00:00+00",20790,"sjs",-1,4,0,3,0,0,0
"2017-02-08 00:00:00+00",20790,"sjs",0,15,10,2,4,6,3
"2017-02-08 00:00:00+00",20790,"sjs",1,9,6,5,2,4,6
"2017-02-08 00:00:00+00",20790,"sjs",2,7,8,2,3,4,4
"2017-02-08 00:00:00+00",20790,"sjs",3,1,2,0,1,0,1
"2017-02-08 00:00:00+00",20790,"buf",-3,2,1,1,0,1,0
"2017-02-08 00:00:00+00",20790,"buf",-2,8,7,3,2,4,4
"2017-02-08 00:00:00+00",20790,"buf",-1,6,9,2,5,6,4
"2017-02-08 00:00:00+00",20790,"buf",0,10,15,4,2,3,6
"2017-02-08 00:00:00+00",20790,"buf",1,0,4,0,3,0,0
"2017-02-08 00:00:00+00",20791,"ana",-3,0,0,0,0,0,0
"2017-02-08 00:00:00+00",20791,"ana",-2,9,8,6,4,4,5
"2017-02-08 00:00:00+00",20791,"ana",-1,21,7,11,3,4,4
"2017-02-08 00:00:00+00",20791,"ana",0,5,1,0,0,2,1
"2017-02-08 00:00:00+00",20791,"nyr",0,1,5,0,0,1,2
"2017-02-08 00:00:00+00",20791,"nyr",1,7,21,3,11,4,4
"2017-02-08 00:00:00+00",20791,"nyr",2,8,9,4,6,5,4
"2017-02-08 00:00:00+00",20791,"nyr",3,0,0,0,0,0,0
"2017-02-08 00:00:00+00",20792,"cgy",0,12,15,5,10,0,5
"2017-02-08 00:00:00+00",20792,"cgy",1,6,7,0,1,3,1
"2017-02-08 00:00:00+00",20792,"cgy",2,1,6,2,1,0,3
"2017-02-08 00:00:00+00",20792,"pit",-2,6,1,1,2,3,0
"2017-02-08 00:00:00+00",20792,"pit",-1,7,6,1,0,1,3
"2017-02-08 00:00:00+00",20792,"pit",0,15,12,10,5,5,0
"2017-02-08 00:00:00+00",20793,"car",-3,8,7,3,4,1,5
"2017-02-08 00:00:00+00",20793,"car",-2,8,14,3,8,6,3
"2017-02-08 00:00:00+00",20793,"car",-1,0,3,0,2,1,1
"2017-02-08 00:00:00+00",20793,"car",0,6,1,2,1,1,1
"2017-02-08 00:00:00+00",20793,"wsh",0,1,6,1,2,1,1
"2017-02-08 00:00:00+00",20793,"wsh",1,3,0,2,0,1,1
"2017-02-08 00:00:00+00",20793,"wsh",2,14,8,8,3,3,6
"2017-02-08 00:00:00+00",20793,"wsh",3,7,8,4,3,5,1
"2017-02-08 00:30:00+00",20794,"dal",-2,11,2,4,1,5,4
"2017-02-08 00:30:00+00",20794,"dal",-1,14,16,7,5,7,5
"2017-02-08 00:30:00+00",20794,"dal",0,3,6,2,3,2,2
"2017-02-08 00:30:00+00",20794,"tor",0,6,3,3,2,2,2
"2017-02-08 00:30:00+00",20794,"tor",1,16,14,5,7,5,7
"2017-02-08 00:30:00+00",20794,"tor",2,2,11,1,4,4,5
"2017-02-08 00:30:00+00",20795,"stl",0,11,4,5,3,5,3
"2017-02-08 00:30:00+00",20795,"stl",1,5,1,0,0,2,1
"2017-02-08 00:30:00+00",20795,"stl",2,3,4,2,4,3,3
"2017-02-08 00:30:00+00",20795,"stl",3,6,12,2,11,3,1
"2017-02-08 00:30:00+00",20795,"ott",-3,12,6,11,2,1,3
"2017-02-08 00:30:00+00",20795,"ott",-2,4,3,4,2,3,3
"2017-02-08 00:30:00+00",20795,"ott",-1,1,5,0,0,1,2
"2017-02-08 00:30:00+00",20795,"ott",0,4,11,3,5,3,5
"2017-02-08 00:30:00+00",20796,"cbj",-1,2,1,4,0,3,0
"2017-02-08 00:30:00+00",20796,"cbj",0,13,19,6,3,4,5
"2017-02-08 00:30:00+00",20796,"cbj",1,7,1,0,1,5,3
"2017-02-08 00:30:00+00",20796,"det",-1,1,7,1,0,3,5
"2017-02-08 00:30:00+00",20796,"det",0,19,13,3,6,5,4
"2017-02-08 00:30:00+00",20796,"det",1,1,2,0,4,0,3
"2017-02-08 00:30:00+00",20797,"lak",-3,6,8,5,3,6,1
"2017-02-08 00:30:00+00",20797,"lak",-2,1,2,0,1,2,1
"2017-02-08 00:30:00+00",20797,"lak",-1,13,6,6,0,0,4
"2017-02-08 00:30:00+00",20797,"lak",0,4,0,1,2,1,0
"2017-02-08 00:30:00+00",20797,"tbl",0,0,4,2,1,0,1
"2017-02-08 00:30:00+00",20797,"tbl",1,6,13,0,6,4,0
"2017-02-08 00:30:00+00",20797,"tbl",2,2,1,1,0,1,2
"2017-02-08 00:30:00+00",20797,"tbl",3,8,6,3,5,1,6
"2017-02-08 01:00:00+00",20798,"van",-2,1,0,0,0,0,0
"2017-02-08 01:00:00+00",20798,"van",-1,20,10,9,5,8,3
"2017-02-08 01:00:00+00",20798,"van",0,2,10,4,3,0,1
"2017-02-08 01:00:00+00",20798,"van",1,2,4,0,1,1,1
"2017-02-08 01:00:00+00",20798,"nsh",-1,4,2,1,0,1,1
"2017-02-08 01:00:00+00",20798,"nsh",0,10,2,3,4,1,0
"2017-02-08 01:00:00+00",20798,"nsh",1,10,20,5,9,3,8
"2017-02-08 01:00:00+00",20798,"nsh",2,0,1,0,0,0,0
"2017-02-08 01:00:00+00",20799,"min",0,8,9,3,3,2,4
"2017-02-08 01:00:00+00",20799,"min",1,11,15,8,5,6,9
"2017-02-08 01:00:00+00",20799,"min",2,4,8,2,2,0,2
"2017-02-08 01:00:00+00",20799,"min",3,1,3,0,0,1,0
"2017-02-08 01:00:00+00",20799,"wpg",-3,3,1,0,0,0,1
"2017-02-08 01:00:00+00",20799,"wpg",-2,8,4,2,2,2,0
"2017-02-08 01:00:00+00",20799,"wpg",-1,15,11,5,8,9,6
"2017-02-08 01:00:00+00",20799,"wpg",0,9,8,3,3,4,2
"2017-02-08 02:00:00+00",20800,"mtl",-3,5,6,4,3,3,2
"2017-02-08 02:00:00+00",20800,"mtl",-2,17,11,8,5,7,8
"2017-02-08 02:00:00+00",20800,"mtl",-1,0,3,0,1,0,2
"2017-02-08 02:00:00+00",20800,"mtl",0,0,1,0,0,0,0
"2017-02-08 02:00:00+00",20800,"col",0,1,0,0,0,0,0
"2017-02-08 02:00:00+00",20800,"col",1,3,0,1,0,2,0
"2017-02-08 02:00:00+00",20800,"col",2,11,17,5,8,8,7
"2017-02-08 02:00:00+00",20800,"col",3,6,5,3,4,2,3
"2017-02-09 01:00:00+00",20801,"chi",0,10,9,6,4,1,5
"2017-02-09 01:00:00+00",20801,"chi",1,13,21,11,6,5,7
"2017-02-09 01:00:00+00",20801,"chi",2,0,1,0,1,0,0
"2017-02-09 01:00:00+00",20801,"min",-2,1,0,1,0,0,0
"2017-02-09 01:00:00+00",20801,"min",-1,21,13,6,11,7,5
"2017-02-09 01:00:00+00",20801,"min",0,9,10,4,6,5,1
"2017-02-10 00:00:00+00",20802,"sjs",-3,4,5,2,2,3,3
"2017-02-10 00:00:00+00",20802,"sjs",-2,5,3,1,2,2,0
"2017-02-10 00:00:00+00",20802,"sjs",-1,8,12,2,2,0,3
"2017-02-10 00:00:00+00",20802,"sjs",0,5,6,3,2,1,0
"2017-02-10 00:00:00+00",20802,"bos",0,6,5,2,3,0,1
"2017-02-10 00:00:00+00",20802,"bos",1,12,8,2,2,3,0
"2017-02-10 00:00:00+00",20802,"bos",2,3,5,2,1,0,2
"2017-02-10 00:00:00+00",20802,"bos",3,5,4,2,2,3,3
"2017-02-10 00:00:00+00",20803,"ana",0,26,15,10,5,3,2
"2017-02-10 00:00:00+00",20803,"ana",1,5,3,1,1,1,3
"2017-02-10 00:00:00+00",20803,"ana",2,3,1,0,0,1,0
"2017-02-10 00:00:00+00",20803,"ana",3,4,5,1,1,1,0
"2017-02-10 00:00:00+00",20803,"buf",-3,5,4,1,1,0,1
"2017-02-10 00:00:00+00",20803,"buf",-2,1,3,0,0,0,1
"2017-02-10 00:00:00+00",20803,"buf",-1,3,5,1,1,3,1
"2017-02-10 00:00:00+00",20803,"buf",0,15,26,5,10,2,3
"2017-02-10 00:00:00+00",20804,"nsh",-2,1,0,1,0,0,0
