"h_zone","loc_x","loc_y","type","team","venue","position"
"o",78,,"shot","sjs","home","r"
"o",-38,-35,"missed_shot","bos","away","d"
"d",39,-21,"shot","col","away","c"
"o",46,15,"missed_shot","phi","home","c"
"d",-76,-9,"missed_shot","nyi","home","l"
"o",61,2,"blocked_shot","stl","away","c"
"d",-48,-35,"missed_shot","nyi","away","d"
"o",76,-9,"blocked_shot","phi","home","c"
"d",-48,3,"shot","wpg","away","r"
"o",60,-37,"shot","wpg","home","r"
"d",-69,39,"shot","van","home","r"
"o",74,3,"blocked_shot","lak","home","c"
"o",69,10,"blocked_shot","van","away","c"
"d",37,24,"shot","phi","away","d"
"o",81,15,"missed_shot","bos","home","l"
"o",72,19,"blocked_shot","sjs","away","c"
"d",41,34,"shot","det","home","d"
"o",66,11,"goal","nyi","home","d"
"d",31,34,"missed_shot","phi","away","d"
"o",-82,-1,"goal","tor","home","l"
"d",-37,31,"missed_shot","nyi","home","l"
"o",71,-24,"missed_shot","stl","home","r"
"d",73,-27,"shot","car","home","d"
"d",-37,34,"missed_shot","edm","away","d"
"d",76,36,"shot","wsh","away","l"
"o",51,-20,"blocked_shot","sjs","home","d"
"o",72,-35,"shot","wsh","home","d"
"o",-81,11,"shot","mtl","away","r"
"d",-75,7,"blocked_shot","tor","away","d"
"o",56,19,"shot","ott","away","d"
"o",-43,12,"blocked_shot","nsh","away","d"
"o",73,-3,"blocked_shot","njd","home","d"
"o",69,35,"shot","nsh","home","d"
"d",45,6,"missed_shot","wpg","away","d"
"d",-41,-35,"missed_shot","bos","away","d"
"d",-70,37,"shot","det","away","c"
"o",56,27,"missed_shot","ana","home","c"
"d",76,,"shot","bos","away","c"
"n",18,-10,"shot","wpg","home","c"
"d",79,1,"missed_shot","car","home","r"
"o",82,5,"shot","cgy","home","r"
"d",-86,7,"shot","nsh","home","c"
"d",-56,15,"blocked_shot","ott","away","l"
"o",-66,14,"missed_shot","bos","home","c"
"o",78,5,"shot","ana","away","l"
"d",-82,6,"blocked_shot","buf","away","c"
"o",-62,9,"shot","chi","home","r"
"o",-61,16,"shot","wsh","home","c"
"d",84,-13,"shot","dal","away","c"
"d",-36,29,"shot","nyi","home","d"
"d",42,-29,"blocked_shot","cgy","away","d"
"o",55,-5,"blocked_shot","cgy","home","d"
"d",-40,33,"missed_shot","edm","away","d"
"o",49,-20,"shot","njd","away","d"
"d",-60,-20,"blocked_shot","stl","home","r"
"o",-35,-1,"goal","nsh","home","d"
"d",80,13,"shot","njd","away","l"
"d",79,1,"goal","mtl","home","l"
"o",76,-13,"blocked_shot","pit","home","l"
"o",-55,19,"shot","phi","home","r"
"o",56,12,"missed_shot","col","home","d"
"d",77,8,"shot","dal","away","r"
"o",81,8,"missed_shot","wsh","home","c"
"d",-73,1,"blocked_shot","tor","home","d"
"d",45,6,"shot","tor","home","d"
"o",-39,-26,"missed_shot","stl","home","r"
"o",-79,11,"blocked_shot","det","home","r"
"d",-57,4,"missed_shot","cgy","home","r"
"d",-48,-10,"blocked_shot","tor","home","d"
"o",40,-28,"shot","van","home","d"
"o",-60,22,"blocked_shot","mtl","away","l"
"d",-67,-9,"missed_shot","car","away","r"
"d",86,8,"shot","nsh","home","c"
"o",-75,21,"shot","tbl","home","c"
"o",76,16,"missed_shot","cbj","home","c"
"o",46,-36,"shot","dal","home","c"
"d",-76,31,"shot","mtl","away","r"
"d",50,15,"shot","wsh","away","r"
"d",39,35,"shot","phi","away","d"
"o",-78,7,"missed_shot","fla","home","r"
"o",36,-35,"missed_shot","cgy","away","d"
"o",-51,-17,"missed_shot","ott","home","l"
"d",85,-12,"missed_shot","car","away","c"
"d",-76,5,"goal","dal","home","c"
"o",40,35,"missed_shot","nsh","home","d"
"o",82,-5,"blocked_shot","wpg","home","r"
"d",-66,1,"shot","stl","home","l"
"o",75,-4,"shot","pit","home","r"
"d",-75,2,"shot","mtl","away","l"
"d",-54,-7,"blocked_shot","stl","away","d"
"d",36,9,"missed_shot","lak","away","d"
"d",-42,4,"shot","njd","away","d"
"o",61,38,"missed_shot","dal","home","r"
"d",69,,"blocked_shot","edm","away","d"
"d",82,7,"shot","ana","home","l"
"d",48,16,"shot","car","away","d"
"o",63,-24,"shot","wsh","away","r"
"o",-69,3,"shot","van","home","l"
"o",-48,-11,"blocked_shot","pit","home","l"
"o",-55,-26,"missed_shot","fla","home","r"
"d",-66,39,"shot","ari","away","r"
"o",-71,10,"blocked_shot","cbj","home","c"
"o",-83,22,"blocked_shot","cgy","away","d"
"o",-32,-25,"shot","cbj","away","c"
"o",-91,24,"missed_shot","tor","home","c"
"o",56,-17,"blocked_shot","chi","home","l"
"d",61,-8,"blocked_shot","stl","away","l"
"o",66,10,"blocked_shot","col","home","r"
"d",41,-17,"shot","chi","away","d"
"o",80,2,"goal","van","home","c"
"o",76,16,"shot","van","home","r"
"d",-81,-1,"shot","car","away","l"
"o",31,-35,"missed_shot","fla","away","d"
"d",-87,9,"blocked_shot","car","home","l"
"o",37,-30,"shot","col","home","d"
"o",-54,18,"shot","nsh","home","c"
"o",61,28,"shot","col","away","d"
"d",-54,-15,"blocked_shot","phi","away","r"
"d",-80,1,"shot","ott","away","c"
"o",56,-27,"shot","ott","away","d"
"d",-71,-7,"missed_shot","dal","away","r"
"d",-39,-13,"missed_shot","det","away","l"
"d",-37,23,"missed_shot","tor","away","d"
"o",71,-12,"shot","nyi","home","c"
"o",79,23,"shot","chi","away","d"
"o",-45,-23,"shot","nsh","away","d"
"d",77,-3,"blocked_shot","chi","away","c"
"d",-60,38,"missed_shot","mtl","home","r"
"d",-75,34,"shot","chi","away","r"
"n",1,-28,"shot","njd","away","d"
"d",33,27,"missed_shot","nyr","away","d"
"n",11,-21,"shot","bos","home","d"
"d",-33,27,"shot","ari","away","d"
"d",-58,24,"missed_shot","nsh","away","d"
"d",-84,-7,"shot","ana","home","r"
"o",-69,-14,"blocked_shot","stl","home","d"
"d",-74,-16,"blocked_shot","dal","home","l"
"d",-33,-3,"shot","pit","away","d"
"o",34,4,"missed_shot","col","home","d"
"d",-34,-21,"shot","wsh","away","d"
"o",-60,25,"shot","sjs","home","l"
"o",61,-26,"blocked_shot","van","home","d"
"d",89,11,"shot","van","away","d"
"o",40,-16,"shot","bos","home","d"
"d",80,1,"shot","car","away","l"
"d",-70,17,"missed_shot","min","away","d"
"o",60,16,"missed_shot","nsh","home","d"
"d",-38,-25,"shot","min","away","d"
"o",33,20,"missed_shot","car","away","d"
"o",87,-5,"shot","nsh","away","c"
"o",46,19,"missed_shot","bos","home","c"
"d",-72,17,"shot","car","away","r"
"d",36,-24,"missed_shot","stl","away","d"
"d",-56,33,"missed_shot","mtl","home","c"
"o",54,-10,"missed_shot","bos","home","r"
"d",81,6,"shot","edm","away","l"
"o",42,20,"shot","sjs","home","d"
"d",-32,36,"missed_shot","mtl","home","r"
"d",47,31,"shot","nyr","home","l"
"o",42,5,"blocked_shot","col","home","c"
"d",36,26,"shot","pit","away","d"
"d",-52,4,"shot","tor","home","d"
"d",-35,6,"shot","lak","away","l"
"d",78,7,"shot","wpg","away","c"
"n",-4,11,"shot","ana","away","d"
"d",53,-29,"missed_shot","car","home","c"
"o",71,-10,"blocked_shot","tbl","home","l"
"d",-77,7,"missed_shot","stl","away","l"
"o",61,-5,"shot","lak","home","r"
"d",78,-6,"shot","tbl","away","l"
"o",-34,9,"missed_shot","fla","home","d"
"o",79,,"shot","nyr","home","r"
"d",-77,-21,"shot","dal","away","c"
"o",70,3,"shot","min","home","l"
"d",59,8,"blocked_shot","dal","home","c"
"o",-63,8,"blocked_shot","van","away","d"
"o",36,-24,"missed_shot","bos","home","d"
"d",87,22,"shot","chi","home","c"
"d",-47,-8,"shot","tor","home","d"
"d",60,-7,"shot","buf","away","r"
"o",79,-5,"missed_shot","cgy","home","c"
"o",-42,-23,"blocked_shot","njd","away","d"
"d",-67,-1,"blocked_shot","fla","away","c"
"d",-51,-22,"shot","stl","away","d"
"d",-31,,"missed_shot","pit","away","d"
"d",-75,1,"missed_shot","dal","away","c"
"d",48,16,"shot","nsh","away","l"
"o",83,15,"missed_shot","phi","home","c"
"d",-55,-14,"shot","car","away","l"
"o",72,10,"missed_shot","cbj","home","l"
"d",60,21,"blocked_shot","cgy","home","c"
"o",73,7,"shot","pit","home","r"
"d",51,13,"blocked_shot","nyr","away","d"
"o",51,-37,"shot","tor","home","r"
"d",-49,33,"missed_shot","wsh","home","d"
"o",62,8,"shot","buf","away","c"
"o",58,-33,"shot","cgy","home","d"
"d",-33,-29,"shot","buf","away","c"
"d",39,-30,"shot","tor","away","c"
"o",-51,-11,"blocked_shot","van","home","c"
"n",-16,-27,"blocked_shot","fla","home","d"
"d",-35,28,"shot","wsh","away","d"
"o",-64,-8,"blocked_shot","ana","home","r"
"d",-37,23,"shot","chi","away","d"
"d",-64,-3,"blocked_shot","dal","away","l"
"o",-73,21,"shot","det","home","l"
"o",53,-34,"shot","nsh","away","l"
"d",-70,1,"shot","edm","away","c"
"d",54,-14,"shot","lak","away","c"
"o",30,1,"shot","lak","home","d"
"o",-53,11,"blocked_shot","col","home","d"
"o",86,15,"blocked_shot","nyr","home","r"
"d",-65,-25,"missed_shot","min","away","r"
"o",60,6,"blocked_shot","stl","home","d"
"o",70,-1,"missed_shot","wsh","home","c"
"o",-35,23,"missed_shot","van","home","d"
"d",-60,-22,"missed_shot","car","away","d"
"o",66,29,"blocked_shot","col","home","d"
"o",-34,1,"missed_shot","njd","away","d"
"d",-77,1,"shot","nyr","away","r"
"o",80,-5,"shot","min","home","c"
"o",78,1,"shot","njd","home","l"
"o",49,-18,"shot","nyr","away","r"
"o",-72,-17,"missed_shot","mtl","away","l"
"o",58,3,"shot","ana","home","c"
"d",-36,-20,"blocked_shot","det","home","d"
"d",-68,1,"blocked_shot","stl","away","l"
"o",46,-11,"missed_shot","ana","home","l"
"d",31,-22,"shot","min","away","d"
"o",-67,-1,"shot","wsh","away","c"
"d",-79,2,"blocked_shot","cgy","away","l"
"d",-37,3,"shot","chi","home","d"
"o",-75,-9,"shot","njd","away","r"
"d",39,24,"missed_shot","car","home","d"
"o",49,-34,"shot","stl","away","d"
"d",-78,9,"blocked_shot","tor","away","c"
"o",80,33,"shot","cgy","home","c"
"o",73,6,"blocked_shot","stl","away","l"
"o",51,-24,"shot","nyr","home","l"
"o",74,-27,"shot","lak","home","c"
"o",70,1,"shot","sjs","home","l"
"d",-77,-7,"shot","chi","away","l"
"d",74,-1,"missed_shot","stl","away","l"
"o",-79,-8,"shot","wpg","away","l"
"o",78,-19,"shot","dal","home","c"
"o",-66,17,"shot","edm","home","r"
"o",-49,24,"missed_shot","bos","home","d"
"o",-81,6,"shot","pit","home","c"
"o",62,21,"blocked_shot","pit","away","d"
"o",-83,1,"shot","chi","home","c"
"d",-50,-17,"shot","cbj","away","l"
"d",-37,-2,"shot","pit","away","d"
"d",-52,-28,"missed_shot","phi","home","l"
"o",39,27,"missed_shot","ana","home","d"
"d",-55,-20,"shot","wsh","away","l"
"o",64,-5,"blocked_shot","chi","away","c"
"d",36,24,"shot","det","away","r"
"d",41,-21,"shot","cbj","away","d"
"o",84,,"shot","cgy","home","r"
"d",-34,28,"shot","nyr","away","d"
"d",50,-7,"shot","tbl","away","c"
"o",71,-21,"shot","van","away","c"
"o",80,-26,"shot","ari","home","r"
"d",-63,-16,"shot","wsh","away","c"
"o",80,1,"shot","ari","home","l"
"o",69,1,"shot","min","home","c"
"d",-75,-12,"blocked_shot","ana","away","d"
"d",-80,1,"shot","tbl","away","c"
"o",81,7,"shot","tor","home","c"
"o",-58,5,"blocked_shot","buf","home","c"
"o",85,16,"shot","mtl","away","l"
"n",16,17,"shot","ana","home","l"
"o",67,1,"shot","ana","home","l"
"o",72,23,"shot","tor","away","c"
"o",80,-5,"shot","mtl","home","r"
"d",-74,-31,"shot","wpg","home","r"
"o",80,-1,"shot","cbj","home","c"
"d",-76,-6,"missed_shot","lak","home","c"
"d",35,-35,"shot","bos","away","c"
"d",-62,7,"blocked_shot","fla","away","c"
"d",61,15,"blocked_shot","sjs","away","d"
"d",32,24,"shot","dal","away","d"
"o",60,5,"missed_shot","wpg","home","r"
"d",73,-14,"missed_shot","nyr","home","l"
"d",44,25,"shot","pit","away","d"
"d",-63,-28,"shot","ari","away","d"
"d",-39,-24,"missed_shot","nyi","away","d"
"d",-42,24,"shot","chi","away","l"
"o",71,-29,"shot","stl","home","r"
"o",-49,-31,"shot","min","away","d"
"o",42,-21,"shot","wsh","home","d"
"d",-73,-14,"shot","col","home","r"
"o",-56,-18,"missed_shot","stl","home","c"
"o",85,16,"shot","det","away","l"
"d",-63,-3,"blocked_shot","cgy","away","d"
"o",78,-10,"blocked_shot","ana","home","c"
"o",80,-25,"blocked_shot","edm","home","r"
"d",72,6,"blocked_shot","det","home","d"
"o",43,-17,"missed_shot","ana","home","d"
"d",79,9,"blocked_shot","ari","home","r"
"o",81,4,"shot","cbj","away","l"
"o",-35,-32,"shot","ott","away","l"
"d",-80,3,"shot","pit","away","c"
"o",60,14,"shot","ari","home","r"
"d",82,15,"shot","nyi","away","r"
"d",44,32,"shot","wpg","home","d"
"d",79,9,"missed_shot","bos","away","c"
"o",36,17,"shot","nsh","home","l"
"o",-37,-3,"shot","tbl","home","c"
"o",38,21,"shot","stl","away","d"
"d",-69,-10,"shot","buf","away","c"
"o",37,9,"shot","ari","away","c"
"o",65,-7,"blocked_shot","sjs","home","d"
"d",-82,-6,"missed_shot","lak","away","c"
"o",65,-8,"blocked_shot","cgy","home","d"
"o",70,4,"missed_shot","nsh","home","d"
"d",-75,-1,"shot","car","away","c"
"n",8,1,"shot","nyr","home","d"
"o",74,4,"shot","buf","home","c"
"o",-66,36,"shot","mtl","home","c"
"d",-79,2,"shot","wpg","away","c"
"o",72,1,"goal","stl","home","c"
"o",77,-10,"blocked_shot","pit","home","c"
"d",60,2,"missed_shot","wsh","away","c"
"n",-12,-32,"shot","sjs","away","c"
"o",34,-22,"goal","dal","home","d"
"d",75,7,"goal","mtl","away","c"
"d",-35,26,"shot","buf","away","d"
"d",85,-27,"missed_shot","chi","home","r"
"d",70,8,"blocked_shot","ari","away","d"
"d",-81,-4,"goal","van","away","c"
"d",81,-5,"shot","cbj","away","l"
"o",83,-11,"blocked_shot","wsh","away","d"
"o",34,-15,"missed_shot","cbj","home","c"
"o",43,-19,"shot","cgy","away","c"
"o",-38,-16,"missed_shot","njd","home","d"
"d",-82,23,"shot","lak","away","r"
"o",-79,-2,"goal","min","away","l"
"d",-67,21,"shot","sjs","away","d"
"o",49,33,"shot","cbj","home","d"
"d",66,13,"shot","phi","home","r"
"o",76,21,"blocked_shot","nyi","home","l"
"d",-48,20,"shot","fla","home","c"
"o",47,23,"missed_shot","stl","home","d"
"d",-69,-21,"missed_shot","van","away","c"
"d",77,-5,"missed_shot","njd","away","r"
"o",-68,13,"shot","pit","home","l"
"d",54,31,"shot","phi","away","d"
"o",45,20,"shot","buf","home","c"
"d",-42,19,"shot","fla","home","r"
"o",-77,4,"blocked_shot","ana","home","d"
"d",-78,-4,"blocked_shot","car","away","l"
"o",62,-4,"shot","van","home","c"
"o",54,15,"shot","phi","home","d"
"o",38,22,"missed_shot","bos","home","d"
"d",49,-29,"shot","nsh","away","d"
"o",65,5,"shot","cbj","home","l"
"o",45,-22,"blocked_shot","min","home","d"
"d",-77,12,"shot","cbj","away","l"
"d",-40,29,"blocked_shot","car","away","c"
"o",-53,-25,"shot","wsh","home","r"
"d",-40,21,"missed_shot","nyr","home","d"
"o",-46,-27,"shot","dal","home","l"
"o",85,27,"shot","min","away","r"
"d",-40,30,"missed_shot","van","away","d"
"d",-69,-2,"shot","bos","away","c"
"d",-51,31,"missed_shot","tbl","away","c"
"d",-65,14,"shot","phi","away","r"
"d",-49,12,"blocked_shot","nyi","away","l"
"d",34,-14,"shot","cgy","away","d"
"d",85,7,"blocked_shot","ott","home","l"
"o",66,28,"shot","det","home","c"
"d",90,-32,"missed_shot","dal","away","c"
"d",72,-9,"missed_shot","car","home","r"
"d",35,28,"shot","fla","away","d"
"d",-75,14,"blocked_shot","dal","home","r"
"o",78,8,"shot","col","home","l"
"d",75,6,"blocked_shot","fla","away","c"
"o",-43,7,"missed_shot","njd","away","d"
"o",32,29,"missed_shot","edm","away","d"
"d",-82,31,"shot","chi","home","l"
"n",9,29,"shot","col","home","d"
"o",-54,-33,"shot","ari","home","c"
"o",-36,-24,"shot","pit","away","d"
"o",-77,3,"blocked_shot","edm","home","l"
"d",-73,-1,"shot","nyr","away","r"
"o",63,34,"shot","tbl","home","d"
"o",-66,-14,"shot","pit","home","l"
"o",68,-28,"missed_shot","nsh","home","d"
"o",32,-11,"missed_shot","fla","home","c"
"d",59,2,"blocked_shot","car","away","d"
"o",69,29,"shot","nyr","home","d"
"d",-49,-5,"blocked_shot","lak","home","c"
"o",45,-33,"shot","nyr","home","d"
"o",85,8,"missed_shot","min","away","c"
"o",57,20,"shot","cbj","home","c"
"o",65,35,"missed_shot","dal","home","l"
"d",-81,-5,"shot","col","away","l"
"d",-88,-31,"shot","cgy","away","r"
"o",57,21,"shot","cgy","away","c"
"d",64,20,"goal","buf","away","r"
"o",85,10,"shot","ott","home","d"
"o",41,-27,"missed_shot","wsh","away","l"
"d",-45,1,"shot","wpg","away","r"
"d",-67,-21,"blocked_shot","det","home","l"
"o",-50,34,"shot","col","away","d"
"o",35,20,"shot","ari","home","d"
"d",-80,-2,"goal","stl","away","l"
"o",-52,14,"shot","cgy","home","c"
"o",82,21,"missed_shot","nsh","home","l"
"d",68,4,"blocked_shot","dal","home","d"
"o",36,25,"shot","nyi","home","d"
"d",74,2,"missed_shot","sjs","away","r"
"o",-73,-6,"goal","det","away","c"
"d",-76,8,"shot","dal","away","c"
"o",64,-5,"shot","mtl","away","c"
"o",49,14,"missed_shot","cbj","home","l"
"d",74,6,"blocked_shot","wsh","away","c"
"o",53,-12,"shot","fla","home","r"
"o",75,-9,"missed_shot","buf","home","c"
"o",-46,23,"blocked_shot","ott","home","d"
"o",69,-2,"missed_shot","pit","home","c"
"o",-54,31,"goal","stl","home","l"
"o",-42,36,"shot","cbj","home","c"
"d",-85,5,"blocked_shot","van","away","r"
"n",3,-10,"shot","ari","home","d"
"d",-63,-35,"shot","ari","away","l"
"d",75,19,"goal","col","home","l"
"o",40,27,"shot","stl","home","d"
"o",-42,-2,"blocked_shot","car","home","d"
"d",-67,-23,"blocked_shot","nsh","away","d"
"o",-40,25,"missed_shot","nyr","home","d"
"o",51,18,"shot","buf","home","l"
"o",-68,14,"blocked_shot","ari","home","l"
"o",52,-18,"shot","njd","home","l"
"d",81,14,"missed_shot","wsh","away","c"
"o",35,36,"missed_shot","ott","home","d"
"o",-78,-1,"blocked_shot","wsh","away","r"
"o",67,15,"blocked_shot","stl","home","d"
"o",87,-8,"shot","buf","home","l"
"d",-78,24,"shot","ana","away","d"
"o",57,-7,"shot","pit","home","r"
"o",32,16,"missed_shot","bos","home","d"
"o",50,-15,"shot","chi","away","l"
"o",-62,15,"blocked_shot","nyr","home","c"
"o",70,4,"goal","det","home","r"
"o",37,5,"shot","stl","home","d"
"d",62,3,"shot","col","home","c"
"d",-69,5,"shot","fla","home","c"
"d",-52,18,"blocked_shot","ana","away","r"
"d",-73,-3,"shot","lak","away","c"
"d",-62,-6,"blocked_shot","sjs","home","d"
"o",79,2,"blocked_shot","tbl","home","d"
"o",52,-1,"blocked_shot","mtl","home","d"
"o",77,15,"blocked_shot","ari","home","r"
"o",49,-32,"shot","pit","away","r"
"o",-35,27,"missed_shot","phi","home","d"
"n",13,35,"shot","min","away","d"
"d",34,5,"missed_shot","col","home","c"
"o",-30,10,"shot","cbj","home","c"
"o",-84,7,"missed_shot","cbj","home","c"
"o",-51,3,"shot","sjs","home","l"
"d",-35,23,"blocked_shot","fla","away","d"
"o",-79,16,"shot","pit","home","l"
"d",75,-7,"shot","bos","away","l"
"o",-60,-36,"missed_shot","ott","home","c"
"d",63,-18,"shot","car","away","c"
"d",58,8,"missed_shot","nyi","away","l"
"o",48,4,"shot","det","home","c"
"d",-56,10,"shot","cbj","home","r"
"o",59,36,"missed_shot","buf","home","d"
"d",-70,29,"blocked_shot","stl","away","d"
"o",-49,-18,"shot","edm","home","l"
"d",-66,-36,"shot","lak","away","d"
"d",-78,3,"goal","mtl","home","c"
"d",-74,-6,"blocked_shot","dal","away","d"
"d",71,-23,"shot","lak","away","c"
"o",81,4,"shot","nyi","away","l"
"o",78,3,"blocked_shot","nyi","home","d"
"o",85,4,"shot","cgy","home","c"
"o",-80,6,"shot","ott","home","c"
"d",-83,4,"shot","mtl","home","l"
"d",68,-29,"shot","bos","away","d"
"d",-67,-5,"shot","nsh","away","l"
"d",-65,8,"missed_shot","van","home","c"
"o",-49,17,"blocked_shot","cgy","home","d"
"o",35,-32,"missed_shot","wsh","home","d"
"d",-51,-32,"blocked_shot","mtl","away","r"
"d",-67,-1,"blocked_shot","phi","home","d"
"d",-51,18,"missed_shot","ana","away","r"
"o",78,4,"missed_shot","pit","home","l"
"d",-74,34,"missed_shot","ari","away","l"
"o",42,32,"missed_shot","ari","home","l"
"o",37,-17,"missed_shot","nyi","home","d"
"o",33,22,"shot","cbj","home","d"
"d",81,-5,"shot","nyi","away","l"
"d",81,6,"shot","fla","away","r"
"d",-43,-2,"blocked_shot","buf","away","l"
"d",60,31,"missed_shot","edm","away","r"
"d",63,-13,"blocked_shot","nsh","away","r"
"o",-77,7,"missed_shot","sjs","home","r"
"o",78,-7,"blocked_shot","chi","home","c"
"o",79,-6,"missed_shot","det","away","c"
"o",61,28,"blocked_shot","pit","away","l"
"d",-39,14,"missed_shot","ari","away","d"
"o",81,5,"shot","pit","home","c"
"o",76,3,"shot","buf","home","c"
"o",-76,7,"missed_shot","cgy","home","l"
"o",52,-17,"shot","nsh","away","c"
"d",-64,38,"shot","mtl","home","l"
"d",-50,-7,"shot","tbl","home","c"
"o",-37,-33,"goal","nyi","home","d"
"o",-59,-3,"shot","cbj","home","l"
"d",-67,-6,"shot","car","away","c"
"d",-31,35,"missed_shot","det","away","d"
"o",58,11,"blocked_shot","ari","home","c"
"o",57,23,"shot","nsh","away","l"
"d",-62,10,"blocked_shot","wsh","away","c"
"o",-80,5,"shot","nyr","home","d"
"n",-5,11,"shot","fla","away","d"
"o",37,-31,"missed_shot","njd","home","d"
"d",-71,2,"shot","njd","away","r"
"o",-34,-1,"missed_shot","tor","home","c"
"o",75,-4,"blocked_shot","pit","home","d"
"d",-66,10,"blocked_shot","phi","away","d"
"d",40,25,"blocked_shot","nsh","away","c"
"o",64,-16,"shot","chi","home","r"
"o",40,-35,"missed_shot","wsh","away","l"
"d",-88,19,"shot","pit","away","c"
"d",-85,-8,"missed_shot","wpg","away","r"
"o",70,-10,"shot","sjs","away","c"
"d",-39,5,"shot","wpg","away","d"
"d",-41,4,"shot","buf","away","d"
"d",-58,-28,"shot","min","away","c"
"d",-64,-38,"missed_shot","tbl","away","l"
"o",49,22,"shot","cbj","away","c"
"d",78,7,"blocked_shot","cgy","away","d"
"d",41,-25,"shot","chi","home","d"
"d",-87,6,"shot","stl","away","c"
"d",-52,30,"shot","wpg","away","r"
"d",-77,2,"goal","min","home","l"
"o",76,-10,"blocked_shot","tbl","away","d"
"d",-58,-22,"shot","nyr","away","r"
"d",36,-23,"shot","tbl","home","l"
"d",-76,,"blocked_shot","mtl","home","l"
"d",-49,23,"shot","wsh","away","d"
"d",60,-35,"blocked_shot","dal","home","l"
"d",-83,-2,"shot","ana","away","c"
"d",-80,-17,"blocked_shot","tor","away","r"
"d",-73,29,"shot","nyi","away","l"
"o",79,1,"shot","sjs","home","c"
"d",-76,4,"blocked_shot","pit","away","d"
"d",-76,-22,"blocked_shot","ana","away","c"
"d",37,20,"shot","col","away","c"
"o",-81,1,"shot","nyi","home","c"
"d",-60,-28,"blocked_shot","phi","away","c"
"d",-78,1,"blocked_shot","car","away","l"
"d",-73,3,"blocked_shot","min","away","l"
"o",-81,,"shot","mtl","home","r"
"d",-64,7,"goal","ott","away","r"
"d",61,23,"shot","col","away","d"
"o",51,-12,"missed_shot","nsh","home","d"
"d",85,-2,"shot","dal","away","c"
"o",-84,-3,"shot","phi","home","r"
"n",10,-31,"shot","ari","away","r"
"d",-71,8,"blocked_shot","wpg","home","d"
"d",33,-25,"shot","chi","away","d"
"o",76,-13,"shot","edm","home","c"
"d",63,-14,"shot","wsh","away","r"
"o",-44,,"shot","buf","home","l"
"o",-69,-9,"goal","buf","away","r"
"d",-52,-19,"blocked_shot","bos","away","d"
"o",79,10,"blocked_shot","wsh","away","d"
"d",70,-9,"blocked_shot","car","home","d"
"o",87,-9,"shot","stl","home","r"
"o",-51,13,"blocked_shot","dal","away","r"
"o",37,30,"blocked_shot","cgy","away","d"
"o",29,6,"shot","phi","home","d"
"o",57,37,"shot","nyr","home","c"
"d",-77,,"shot","sjs","away","c"
"d",-56,-16,"missed_shot","chi","home","l"
"d",56,12,"missed_shot","nyi","away","r"
"o",-97,21,"goal","fla","home","c"
"o",-57,-18,"shot","det","home","c"
"d",-75,5,"shot","edm","away","c"
"d",-36,26,"shot","det","away","d"
"d",52,2,"shot","det","away","r"
"o",-83,-8,"shot","wsh","home","c"
"d",-55,-7,"shot","wpg","away","c"
"d",-83,-8,"shot","col","home","l"
"d",-86,-38,"shot","det","home","c"
"o",-45,-2,"shot","njd","home","d"
"d",-43,-33,"shot","van","away","d"
"o",76,14,"blocked_shot","fla","home","l"
"o",42,-20,"shot","ott","home","l"
"o",-49,-11,"shot","nsh","away","d"
"o",-59,-14,"missed_shot","edm","away","l"
"d",59,11,"blocked_shot","wpg","away","d"
"o",38,26,"shot","bos","home","l"
"d",31,-26,"missed_shot","wpg","away","d"
"d",53,6,"missed_shot","cbj","away","l"
"d",58,31,"blocked_shot","car","away","c"
"o",67,-30,"shot","cgy","home","l"
"d",-51,2,"missed_shot","lak","away","c"
"d",42,-3,"blocked_shot","chi","home","d"
"d",75,16,"blocked_shot","col","home","c"
"o",-48,-25,"shot","lak","home","c"
"d",-76,,"shot","chi","home","l"
"o",40,24,"shot","pit","home","d"
"o",47,10,"shot","buf","home","c"
"o",74,-32,"shot","buf","away","c"
"o",46,-14,"blocked_shot","pit","home","d"
"d",-86,-1,"shot","bos","away","l"
"o",47,35,"shot","tor","away","l"
"o",53,-23,"blocked_shot","nyr","away","c"
"d",68,29,"shot","cgy","away","c"
"o",-79,-9,"blocked_shot","nyr","home","r"
"o",-55,20,"blocked_shot","wpg","home","d"
"o",65,4,"shot","phi","home","c"
"o",70,-32,"shot","stl","home","c"
"o",61,-3,"shot","sjs","home","r"
"d",-65,-14,"blocked_shot","det","away","c"
"d",64,18,"missed_shot","nyr","away","l"
"d",-42,-16,"blocked_shot","dal","home","c"
"o",-56,-21,"shot","sjs","home","r"
"d",-36,25,"shot","mtl","away","d"
"d",71,-4,"blocked_shot","ana","away","c"
"n",-22,-36,"shot","ari","home","r"
"d",-46,-23,"shot","wsh","away","d"
"d",-86,3,"shot","cbj","away","c"
"o",69,-22,"missed_shot","det","away","c"
"o",-80,-3,"missed_shot","chi","home","c"
"o",79,-32,"shot","stl","home","d"
"d",87,6,"blocked_shot","nsh","home","d"
"d",-39,10,"shot","lak","away","l"
"o",64,19,"missed_shot","det","home","c"
"d",-34,6,"shot","wsh","home","d"
"n",-19,-3,"shot","edm","away","l"
"d",-69,5,"blocked_shot","col","home","d"
"o",-76,9,"blocked_shot","ana","away","d"
"o",-78,-1,"missed_shot","lak","home","c"
"d",59,-12,"shot","dal","away","c"
"o",82,14,"shot","bos","away","d"
"o",39,30,"shot","lak","home","d"
"d",-68,35,"shot","bos","away","c"
"d",-83,32,"shot","ana","away","d"
