"h_zone","loc_x","loc_y","type","team","venue","position"
"o",73,29,"shot","bos","home","r"
"d",-58,23,"shot","chi","away","l"
"o",72,10,"blocked_shot","chi","home","l"
"o",-52,35,"shot","buf","home","l"
"d",57,3,"blocked_shot","van","away","d"
"o",60,-1,"missed_shot","sjs","home","l"
"d",-83,-19,"blocked_shot","njd","away","c"
"o",36,-31,"shot","dal","home","d"
"d",62,-32,"blocked_shot","ari","away","r"
"o",64,-1,"missed_shot","min","away","c"
"d",72,8,"missed_shot","lak","away","c"
"o",-68,-22,"missed_shot","cbj","home","c"
"d",32,9,"shot","fla","away","d"
"d",83,-4,"shot","edm","away","c"
"o",-78,1,"shot","lak","home","c"
"o",40,-4,"missed_shot","lak","home","d"
"d",-41,-22,"blocked_shot","det","away","d"
"o",-85,-8,"shot","buf","away","r"
"d",73,-6,"blocked_shot","col","away","d"
"o",-39,33,"missed_shot","fla","home","d"
"d",-56,27,"shot","phi","away","r"
"o",-74,-20,"shot","sjs","home","c"
"o",-42,36,"missed_shot","ari","home","d"
"d",-81,7,"shot","wsh","home","r"
"n",-24,-37,"shot","ana","home","l"
"o",79,39,"shot","ott","home","c"
"d",-63,-37,"shot","min","away","c"
"d",-77,19,"shot","tor","away","c"
"d",-71,-13,"shot","dal","away","d"
"o",41,-7,"blocked_shot","cbj","home","d"
"o",40,-27,"goal","phi","home","r"
"d",-33,16,"missed_shot","nyi","away","d"
"o",73,-3,"blocked_shot","wpg","home","c"
"d",57,28,"missed_shot","fla","away","d"
"d",-72,-26,"blocked_shot","min","away","c"
"o",37,-13,"missed_shot","col","home","d"
"o",72,-23,"shot","njd","home","l"
"n",3,1,"missed_shot","cbj","away","d"
"o",78,-10,"blocked_shot","mtl","home","l"
"d",-75,9,"blocked_shot","mtl","away","l"
"d",53,-1,"shot","pit","away","l"
"o",-61,9,"blocked_shot","cgy","away","d"
"o",47,17,"shot","bos","home","l"
"d",-38,13,"missed_shot","njd","away","d"
"o",33,-20,"blocked_shot","mtl","away","d"
"d",81,9,"goal","tor","away","l"
"d",-61,-16,"blocked_shot","bos","away","c"
"o",33,-33,"missed_shot","nyi","home","d"
"o",76,-17,"shot","cbj","home","l"
"d",-76,,"shot","nyr","away","d"
"o",-79,3,"shot","min","home","c"
"d",-63,2,"missed_shot","buf","away","r"
"o",78,-3,"shot","nyi","home","l"
"o",-33,29,"shot","min","home","d"
"d",-63,-14,"goal","van","away","l"
"d",-45,21,"blocked_shot","phi","home","r"
"d",-85,22,"shot","det","away","c"
"o",63,16,"shot","buf","home","d"
"d",-55,-6,"shot","ari","away","r"
"d",-52,36,"missed_shot","phi","home","l"
"d",42,-13,"blocked_shot","cgy","away","d"
"o",70,-11,"shot","bos","home","c"
"o",-64,3,"blocked_shot","van","home","l"
"d",-76,-1,"missed_shot","wsh","away","r"
"o",43,-22,"blocked_shot","buf","home","d"
"d",80,-5,"missed_shot","edm","away","c"
"d",-82,23,"shot","wpg","home","r"
"o",82,-24,"shot","mtl","home","c"
"o",53,-35,"shot","cbj","home","c"
"o",-78,-3,"missed_shot","cgy","home","c"
"o",53,-13,"shot","bos","home","l"
"d",-72,-30,"shot","nyr","away","d"
"n",-19,22,"missed_shot","phi","away","d"
"d",54,14,"blocked_shot","phi","away","d"
"o",78,-9,"missed_shot","min","away","c"
"o",79,-17,"shot","nsh","home","d"
"o",76,-4,"missed_shot","stl","home","r"
"d",-48,12,"blocked_shot","nyr","away","c"
"o",31,34,"shot","cgy","home","c"
"d",43,-38,"missed_shot","sjs","away","d"
"d",65,9,"blocked_shot","chi","away","d"
"o",80,5,"blocked_shot","ana","home","l"
"o",-34,-33,"shot","van","home","d"
"d",-67,-5,"shot","ott","home","l"
"o",35,13,"shot","nyr","away","d"
"n",-10,2,"shot","car","away","r"
"o",80,-3,"missed_shot","wpg","home","d"
"o",73,-7,"shot","sjs","home","r"
"d",-55,-22,"blocked_shot","bos","away","d"
"d",50,-31,"blocked_shot","cgy","home","d"
"o",82,5,"goal","phi","home","l"
"d",-37,32,"missed_shot","nsh","away","d"
"d",-45,6,"shot","ott","away","c"
"d",-48,-23,"shot","cbj","away","d"
"d",-54,35,"missed_shot","min","away","d"
"d",46,-6,"shot","fla","away","c"
"d",68,1,"shot","wpg","home","r"
"d",-34,28,"missed_shot","sjs","away","d"
"d",-32,35,"missed_shot","phi","away","d"
"d",40,34,"shot","chi","away","l"
"d",55,17,"shot","cgy","away","d"
"d",40,-27,"shot","ott","away","d"
"d",-81,8,"shot","det","home","l"
"d",-58,-28,"shot","lak","away","d"
"o",57,-31,"missed_shot","ari","away","l"
"d",-51,-20,"shot","phi","away","c"
"o",-43,-6,"shot","pit","home","c"
"d",-86,-23,"shot","det","home","c"
"o",55,-30,"shot","ari","home","c"
"o",-51,-18,"shot","nyi","away","r"
"d",72,5,"shot","ott","away","c"
"d",-35,16,"shot","cgy","away","d"
"d",36,16,"shot","min","home","d"
"o",81,11,"shot","ott","home","c"
"d",-35,30,"shot","tor","home","c"
"o",36,24,"missed_shot","edm","home","c"
"o",-53,-15,"missed_shot","fla","home","r"
"d",-76,-35,"missed_shot","nyi","home","d"
"d",-36,-7,"missed_shot","chi","home","d"
"d",77,-8,"blocked_shot","van","away","r"
"d",-34,20,"missed_shot","nyr","away","d"
"d",-72,16,"shot","nsh","home","l"
"d",76,12,"shot","tor","away","l"
"o",41,6,"shot","stl","home","d"
"d",-73,-8,"blocked_shot","ari","away","r"
"o",80,12,"missed_shot","njd","home","r"
"n",20,-15,"shot","sjs","away","c"
"d",-52,-23,"shot","fla","away","c"
"d",-64,-30,"missed_shot","car","away","c"
"o",-81,10,"missed_shot","van","away","l"
"d",58,-16,"missed_shot","nsh","away","r"
"o",46,-36,"shot","nsh","home","c"
"o",62,1,"blocked_shot","mtl","home","d"
"d",71,-31,"shot","dal","away","r"
"o",78,-5,"shot","mtl","away","l"
"d",-77,-7,"shot","lak","away","l"
"d",67,-14,"blocked_shot","ana","away","r"
"o",74,-37,"shot","wpg","home","d"
"d",32,-3,"shot","bos","away","d"
"o",-83,1,"shot","lak","home","c"
"d",71,10,"shot","nyr","away","r"
"o",81,,"shot","dal","home","c"
"d",-60,3,"shot","fla","away","r"
"o",69,9,"blocked_shot","buf","home","d"
"d",-79,,"shot","tbl","away","c"
"o",-70,20,"blocked_shot","phi","home","c"
"o",49,-3,"shot","van","home","c"
"o",-80,33,"shot","ari","home","d"
"d",39,-2,"shot","phi","away","d"
"d",71,-16,"blocked_shot","mtl","home","r"
"d",52,-21,"shot","tor","home","d"
"d",-53,1,"missed_shot","wsh","away","d"
"o",56,-16,"missed_shot","nsh","home","c"
"o",71,-38,"shot","dal","home","r"
"d",-53,-32,"shot","dal","home","c"
"d",-60,-23,"blocked_shot","dal","home","l"
"o",78,14,"shot","tor","home","d"
"d",-65,38,"shot","tor","away","c"
"d",-50,-20,"shot","pit","away","d"
"d",58,13,"missed_shot","ana","away","r"
"d",-72,-18,"missed_shot","wpg","away","c"
"o",72,10,"shot","det","home","l"
"d",-67,-22,"shot","phi","away","c"
"n",21,24,"shot","nsh","home","d"
"d",-53,-22,"shot","nyi","away","l"
"d",-83,32,"shot","mtl","away","c"
"o",-51,1,"goal","pit","home","d"
"d",-54,-3,"blocked_shot","ott","away","d"
"o",-49,9,"blocked_shot","sjs","home","d"
"d",-45,-7,"shot","mtl","away","r"
"o",55,12,"missed_shot","nyr","away","r"
"o",-80,12,"blocked_shot","tor","home","d"
"d",-59,10,"blocked_shot","car","away","r"
"o",78,2,"shot","col","away","c"
"o",-31,-36,"shot","car","home","d"
"o",-83,-12,"shot","pit","home","l"
"o",-54,-25,"missed_shot","buf","home","l"
"n",23,1,"missed_shot","wsh","home","d"
"o",-85,-10,"shot","nsh","away","c"
"o",74,2,"shot","dal","away","c"
"d",58,-12,"shot","wpg","away","d"
"o",57,-19,"missed_shot","lak","home","c"
"d",-79,3,"blocked_shot","nsh","away","c"
"d",76,1,"blocked_shot","cgy","away","c"
"o",73,-3,"shot","det","away","c"
"d",-82,12,"shot","cgy","away","l"
"d",-74,29,"blocked_shot","ott","away","r"
"o",-76,26,"shot","nsh","away","l"
"o",-65,8,"blocked_shot","stl","home","d"
"o",67,2,"goal","van","home","c"
"d",-88,10,"missed_shot","fla","away","c"
"o",79,-7,"blocked_shot","tor","home","c"
"o",73,5,"blocked_shot","cbj","home","r"
"o",79,-13,"blocked_shot","ana","home","d"
"d",33,-7,"shot","col","home","d"
"o",48,-2,"shot","mtl","away","c"
"o",-42,26,"shot","bos","away","l"
"d",-42,-21,"missed_shot","bos","away","d"
"d",-71,-14,"shot","bos","away","c"
"o",-87,-20,"shot","dal","home","r"
"o",-49,-8,"shot","edm","home","l"
"o",85,6,"goal","fla","home","c"
"o",72,-10,"blocked_shot","van","home","r"
"d",54,3,"blocked_shot","fla","home","c"
"o",53,36,"missed_shot","ari","home","d"
"o",70,-19,"shot","fla","home","d"
"n",-13,-41,"shot","tor","away","l"
"o",-77,8,"missed_shot","ari","home","l"
"o",36,-1,"shot","cbj","home","d"
"o",-63,-10,"shot","stl","home","c"
"d",-82,,"blocked_shot","ana","away","c"
"d",-36,-9,"blocked_shot","van","away","d"
"o",58,22,"blocked_shot","sjs","home","c"
"o",74,-6,"shot","sjs","home","d"
"o",58,-17,"missed_shot","buf","home","c"
"d",-38,27,"missed_shot","min","home","d"
"d",-69,9,"shot","det","home","d"
"o",-61,-2,"blocked_shot","cbj","home","d"
"d",-82,-15,"missed_shot","cgy","away","l"
"o",74,-33,"shot","ana","away","c"
"o",54,23,"blocked_shot","cbj","home","d"
"d",-74,-7,"blocked_shot","tbl","away","l"
"o",-64,30,"missed_shot","fla","home","d"
"d",75,-14,"shot","pit","away","r"
"d",67,9,"missed_shot","min","away","d"
"o",-69,,"blocked_shot","nyr","home","c"
"d",32,35,"missed_shot","phi","home","d"
"o",64,6,"missed_shot","pit","away","r"
"d",43,-16,"shot","van","away","r"
"d",-84,-7,"shot","ari","home","r"
"d",77,-9,"shot","wpg","away","c"
"d",-79,-1,"blocked_shot","tbl","away","d"
"d",-80,-29,"shot","col","away","r"
"d",-33,,"shot","stl","away","d"
"d",69,-8,"goal","mtl","home","l"
"o",-37,19,"missed_shot","phi","home","d"
"d",-52,-15,"shot","edm","home","r"
"d",72,3,"blocked_shot","phi","home","c"
"o",78,-6,"shot","mtl","away","c"
"d",45,-11,"missed_shot","car","home","d"
"o",-73,8,"blocked_shot","lak","home","c"
"d",58,-14,"blocked_shot","wsh","away","l"
"d",70,-4,"blocked_shot","phi","away","d"
"d",55,-40,"blocked_shot","col","home","l"
"d",89,-23,"shot","wsh","away","r"
"o",74,10,"blocked_shot","cbj","home","d"
"d",83,3,"shot","dal","home","r"
"d",72,1,"missed_shot","phi","away","r"
"d",-69,14,"blocked_shot","nsh","away","d"
"d",-45,-32,"blocked_shot","dal","home","d"
"o",82,11,"missed_shot","mtl","home","r"
"o",-67,1,"missed_shot","nyi","home","r"
"d",-73,-9,"blocked_shot","njd","away","l"
"d",-77,18,"shot","col","home","r"
"o",52,1,"missed_shot","chi","home","l"
"o",60,-27,"blocked_shot","nyr","away","c"
"o",43,-34,"blocked_shot","cgy","away","c"
"o",81,-2,"goal","dal","home","r"
"o",-59,33,"shot","lak","home","d"
"d",29,13,"missed_shot","lak","away","d"
"o",43,18,"shot","sjs","home","c"
"o",62,-25,"blocked_shot","pit","home","r"
"d",68,5,"blocked_shot","det","away","l"
"o",84,28,"shot","nsh","home","d"
"d",59,-31,"shot","phi","home","r"
"o",38,20,"shot","nsh","home","d"
"o",73,-3,"missed_shot","bos","home","c"
"d",-43,-26,"blocked_shot","wsh","home","d"
"d",-37,-37,"shot","ana","away","d"
"o",59,1,"goal","det","home","l"
"d",-35,28,"missed_shot","min","home","d"
"o",55,18,"shot","stl","home","l"
"d",-74,5,"blocked_shot","car","away","d"
"d",34,-1,"shot","phi","away","c"
"o",42,27,"missed_shot","cgy","home","d"
"d",-57,15,"blocked_shot","ari","away","d"
"d",-33,-22,"shot","pit","away","d"
"o",67,-12,"goal","ari","home","l"
"d",76,-8,"blocked_shot","wsh","home","r"
"d",-35,27,"missed_shot","bos","away","d"
"d",66,-22,"blocked_shot","ana","away","d"
"o",87,2,"shot","sjs","home","c"
"o",81,-3,"goal","wsh","home","l"
"o",-72,7,"shot","nyr","away","l"
"d",55,-20,"shot","phi","home","r"
"d",-82,7,"shot","fla","away","d"
"o",-57,17,"shot","stl","home","c"
"d",-54,-12,"blocked_shot","ari","away","d"
"d",-43,22,"missed_shot","van","away","d"
"d",-58,-22,"missed_shot","tor","home","r"
"d",40,18,"shot","chi","away","d"
"o",74,2,"shot","tbl","home","c"
"o",44,-29,"shot","cbj","away","d"
"d",83,-3,"goal","bos","away","r"
"d",75,-5,"blocked_shot","tor","away","c"
"d",-68,-14,"shot","tor","home","l"
"d",-59,20,"missed_shot","tor","away","d"
"d",69,15,"shot","bos","away","c"
"o",75,28,"shot","wpg","home","c"
"d",71,-1,"shot","cbj","away","r"
"d",-65,-33,"shot","edm","away","d"
"d",-87,-4,"blocked_shot","wsh","away","l"
"o",-64,-1,"shot","cgy","home","c"
"o",28,-3,"shot","wsh","home","r"
"d",-80,6,"missed_shot","bos","away","l"
"o",59,-32,"blocked_shot","bos","away","r"
"o",-33,28,"shot","buf","home","d"
"o",46,-13,"missed_shot","wsh","home","c"
"n",-14,21,"shot","dal","away","d"
"d",-49,-26,"shot","chi","home","r"
"o",-83,-33,"shot","sjs","away","c"
"d",-72,,"shot","cbj","away","c"
"d",-35,-29,"shot","col","home","l"
"o",-58,7,"missed_shot","lak","home","c"
"d",-75,1,"missed_shot","car","away","c"
"d",-72,36,"shot","tor","away","c"
"o",80,21,"blocked_shot","col","away","c"
"o",81,6,"blocked_shot","bos","away","c"
"o",29,7,"shot","phi","home","d"
"d",-72,12,"shot","tor","home","d"
"d",75,1,"missed_shot","wpg","home","d"
"o",-77,-17,"missed_shot","nyr","away","d"
"o",58,25,"shot","det","away","c"
"d",-51,21,"missed_shot","njd","away","l"
"o",43,-26,"shot","tbl","home","d"
"d",75,-14,"blocked_shot","fla","away","c"
"o",46,-36,"missed_shot","stl","away","l"
"d",-72,8,"blocked_shot","stl","away","c"
"o",66,7,"blocked_shot","bos","home","r"
"o",51,-4,"shot","lak","home","d"
"o",42,-14,"missed_shot","van","home","d"
"o",76,-2,"blocked_shot","njd","home","d"
"d",-83,36,"shot","edm","away","c"
"d",51,25,"shot","buf","away","l"
"o",84,-7,"shot","cbj","home","r"
"d",82,-9,"shot","phi","away","l"
"d",32,-35,"shot","tor","away","d"
"d",34,28,"missed_shot","det","away","d"
"d",-78,12,"blocked_shot","fla","home","l"
"o",-75,25,"shot","det","home","l"
"o",78,-26,"shot","min","away","r"
"o",79,3,"goal","phi","away","c"
"o",-78,-10,"shot","nyr","home","l"
"o",-68,-5,"blocked_shot","wsh","home","l"
"o",83,3,"shot","nyr","home","c"
"d",62,18,"shot","cbj","away","r"
"d",-46,8,"blocked_shot","nsh","away","d"
"d",-79,8,"blocked_shot","mtl","away","d"
"d",-52,-36,"missed_shot","tor","away","c"
"o",-83,5,"missed_shot","cbj","home","c"
"d",39,-23,"shot","sjs","away","d"
"n",-19,-1,"shot","stl","away","l"
"o",81,-32,"shot","sjs","away","r"
"d",-52,25,"missed_shot","fla","away","d"
"d",-73,5,"shot","nyi","home","r"
"o",71,6,"shot","det","home","r"
"d",75,-10,"missed_shot","min","home","l"
"d",-65,-14,"blocked_shot","ana","away","l"
"d",-81,-1,"shot","dal","away","l"
"o",-40,-13,"missed_shot","min","home","c"
"d",35,1,"shot","wpg","away","r"
"d",61,13,"blocked_shot","njd","away","d"
"o",-45,-21,"missed_shot","nyi","home","l"
"o",-73,-1,"goal","tor","away","c"
"o",76,-3,"blocked_shot","buf","home","c"
"o",34,-35,"shot","nyi","away","d"
"o",-65,19,"missed_shot","cgy","home","c"
"d",-83,-16,"shot","tbl","away","l"
"o",-63,-3,"blocked_shot","tbl","home","d"
"o",53,-2,"blocked_shot","ott","away","d"
"d",33,18,"missed_shot","nyi","away","d"
"d",-32,21,"shot","edm","away","d"
"d",55,-9,"missed_shot","ott","away","d"
"d",-36,-9,"shot","ana","away","d"
"d",-60,-9,"shot","col","home","c"
"d",-79,10,"shot","pit","away","c"
"o",78,12,"goal","car","home","c"
"o",55,-31,"shot","nsh","away","d"
"o",-45,-17,"goal","nsh","home","l"
"d",-80,-16,"blocked_shot","nsh","away","c"
"d",-39,-34,"shot","car","away","d"
"o",-72,13,"blocked_shot","lak","away","d"
"o",52,-36,"shot","tbl","away","c"
"d",-61,18,"missed_shot","fla","away","d"
"d",-76,,"shot","nyr","away","l"
"o",-61,4,"shot","bos","home","r"
"d",55,7,"missed_shot","sjs","away","r"
"o",65,-13,"blocked_shot","det","away","d"
"o",45,31,"blocked_shot","min","home","d"
"d",-66,8,"blocked_shot","nyr","away","c"
"o",48,-2,"blocked_shot","wpg","home","c"
"d",-38,30,"missed_shot","bos","away","d"
"o",43,30,"missed_shot","nyr","away","d"
"o",72,16,"blocked_shot","tbl","away","r"
"o",62,-25,"shot","fla","home","c"
"o",82,-7,"blocked_shot","mtl","home","c"
"o",46,29,"shot","bos","home","r"
"d",-46,12,"shot","wpg","home","d"
"o",86,5,"shot","edm","home","l"
"d",-85,-19,"missed_shot","stl","away","r"
"d",-69,17,"shot","wsh","away","d"
"n",6,31,"missed_shot","bos","home","d"
"d",-68,7,"blocked_shot","bos","away","l"
"o",72,-15,"blocked_shot","ana","home","c"
"o",79,4,"goal","ana","home","r"
"d",-70,4,"blocked_shot","sjs","away","c"
"d",-81,-36,"shot","lak","away","c"
"o",58,-33,"shot","ana","away","l"
"o",44,-20,"missed_shot","mtl","away","r"
"o",52,25,"blocked_shot","det","home","d"
"d",58,30,"shot","mtl","away","l"
"d",-36,-33,"shot","det","away","d"
"d",72,-6,"missed_shot","fla","home","c"
"d",43,-16,"missed_shot","cbj","away","c"
"o",-76,13,"missed_shot","njd","away","l"
"d",71,-2,"blocked_shot","dal","away","r"
"o",58,-25,"missed_shot","stl","home","d"
"d",-42,8,"missed_shot","nyr","away","l"
"o",69,-20,"missed_shot","min","away","d"
"d",-60,4,"blocked_shot","det","away","d"
"n",-14,-41,"shot","ari","away","d"
"d",-75,-5,"blocked_shot","col","away","d"
"d",79,-2,"missed_shot","njd","away","l"
"o",48,16,"blocked_shot","det","home","d"
"d",85,-21,"shot","car","home","c"
"d",38,35,"blocked_shot","wpg","away","d"
"o",-78,-31,"shot","tbl","away","l"
"d",-34,-29,"missed_shot","stl","away","d"
"d",-65,39,"missed_shot","lak","away","c"
"n",-21,25,"shot","nyr","away","r"
"o",80,-40,"missed_shot","mtl","home","r"
"o",-44,-28,"shot","buf","home","c"
"o",37,22,"missed_shot","nsh","away","d"
"o",49,3,"shot","njd","away","l"
"o",73,-2,"blocked_shot","pit","home","d"
"d",-77,7,"blocked_shot","car","home","d"
"o",39,25,"shot","tbl","home","c"
"d",-75,1,"shot","edm","away","d"
"d",-34,-28,"shot","car","away","d"
"d",61,-31,"shot","min","away","r"
"o",-76,-5,"blocked_shot","edm","away","l"
"d",-67,28,"missed_shot","wpg","away","r"
"d",76,1,"blocked_shot","van","home","d"
"o",65,-2,"goal","det","home","c"
"d",-76,36,"shot","nyr","away","c"
"o",-73,-13,"blocked_shot","nsh","home","d"
"d",43,-14,"missed_shot","phi","away","d"
"d",-43,26,"shot","ari","away","c"
"d",65,-23,"shot","buf","away","r"
"o",-62,-30,"shot","edm","away","r"
"d",-56,4,"shot","stl","away","l"
"d",-69,1,"goal","van","home","c"
"o",-54,27,"shot","phi","home","c"
"o",56,12,"shot","dal","home","d"
"d",-75,6,"missed_shot","lak","away","c"
"d",-45,-4,"missed_shot","tor","home","c"
"o",79,1,"shot","sjs","home","r"
"d",76,,"missed_shot","wpg","away","l"
"d",-53,22,"shot","mtl","home","l"
"d",-74,-16,"shot","tbl","away","c"
"o",35,-16,"shot","tbl","away","d"
"o",-54,,"shot","mtl","home","l"
"d",-37,-3,"shot","nyr","away","c"
"o",-74,24,"shot","nsh","home","c"
"d",-58,-4,"blocked_shot","cbj","away","r"
"d",-84,,"shot","cbj","away","c"
"d",-63,-5,"shot","nyi","away","l"
"d",-59,31,"shot","edm","away","l"
"o",-84,3,"goal","cgy","home","c"
"o",63,-5,"missed_shot","det","away","c"
"o",-43,18,"missed_shot","nyi","home","d"
"d",37,33,"blocked_shot","tor","away","d"
"o",59,29,"shot","stl","home","d"
"d",-64,2,"shot","njd","away","l"
"d",-33,-1,"blocked_shot","col","home","d"
"d",57,-1,"blocked_shot","ana","home","d"
"d",-54,9,"blocked_shot","van","away","d"
"d",-68,11,"blocked_shot","dal","away","c"
"d",-54,-29,"shot","nsh","home","r"
"o",-78,-34,"shot","ott","home","l"
"o",-84,-8,"goal","nyr","home","r"
"d",-63,37,"shot","nsh","away","c"
"o",57,-17,"goal","pit","home","r"
"o",35,30,"missed_shot","lak","home","d"
"d",-73,3,"blocked_shot","chi","away","r"
"o",29,31,"shot","mtl","home","d"
"d",69,-20,"blocked_shot","stl","away","c"
"o",81,5,"shot","pit","home","r"
"d",49,-16,"shot","fla","away","c"
"o",-51,-5,"shot","ari","home","r"
"d",76,,"missed_shot","min","home","c"
"o",-40,14,"shot","nyi","home","l"
"d",58,27,"shot","nyi","away","l"
"o",76,-7,"blocked_shot","car","home","l"
"o",-35,8,"shot","phi","home","d"
"d",73,-8,"shot","tbl","away","c"
"d",87,-7,"shot","lak","away","l"
"d",33,18,"shot","chi","away","c"
"d",50,2,"missed_shot","van","away","r"
"d",68,8,"shot","phi","away","r"
"o",-75,-8,"blocked_shot","mtl","away","d"
"d",-36,24,"missed_shot","dal","away","d"
"d",-64,-13,"blocked_shot","car","away","d"
"o",77,21,"blocked_shot","njd","away","d"
"o",-33,-26,"shot","wpg","home","d"
"o",61,-30,"missed_shot","bos","home","l"
"d",-29,-34,"shot","ari","away","d"
"o",60,5,"missed_shot","ari","away","r"
"o",74,-6,"shot","nyi","away","c"
"d",-67,28,"shot","tor","home","r"
"o",-73,-11,"shot","phi","home","l"
"o",65,20,"blocked_shot","stl","home","r"
"o",82,16,"shot","nsh","home","l"
"d",-44,35,"shot","nsh","away","d"
"o",65,28,"missed_shot","fla","away","c"
"d",-65,-10,"shot","ott","away","l"
"o",39,-19,"missed_shot","van","home","d"
"o",45,-22,"shot","det","home","r"
"d",73,-21,"shot","bos","away","c"
"o",72,19,"shot","sjs","away","d"
"o",78,-7,"blocked_shot","wpg","away","r"
"d",-94,-11,"shot","fla","home","c"
"o",65,-3,"blocked_shot","mtl","away","l"
"o",-61,-15,"shot","phi","home","r"
"d",78,1,"shot","dal","home","c"
"o",-54,-11,"missed_shot","det","home","l"
"d",-43,24,"blocked_shot","fla","away","c"
"o",69,5,"blocked_shot","mtl","home","c"
"o",70,-5,"blocked_shot","sjs","home","r"
"o",53,-36,"missed_shot","car","home","d"
"o",-42,-24,"blocked_shot","cgy","home","d"
"d",54,-2,"shot","ana","away","r"
"o",62,-3,"blocked_shot","bos","home","d"
"o",-46,-1,"shot","nsh","away","l"
"d",65,-5,"blocked_shot","buf","away","r"
"d",81,-24,"shot","bos","away","l"
"d",72,-12,"missed_shot","min","home","c"
"o",72,25,"blocked_shot","sjs","home","c"
"o",49,8,"missed_shot","edm","home","d"
